month,make,fuel_type,vehicle_type,number
2017-02,UD TRUCKS,Diesel,Light Goods Vehicles,0
2017-02,UNICARRIERS,Diesel,Light Goods Vehicles,0
2017-02,VOLKSWAGEN,Diesel,Light Goods Vehicles,2
2017-02,VOLVO,Diesel,Light Goods Vehicles,0
2017-02,YUTONG,Diesel,Light Goods Vehicles,0
2017-02,BOBCAT,Diesel,Heavy Goods Vehicles,0
2017-02,CAMC,Diesel,Heavy Goods Vehicles,0
2017-02,CATERPILLAR,Diesel,Heavy Goods Vehicles,0
2017-02,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2017-02,CITROEN,Diesel,Heavy Goods Vehicles,0
2017-02,D.A.F.,Diesel,Heavy Goods Vehicles,0
2017-02,DULEVO,Diesel,Heavy Goods Vehicles,3
2017-02,FIAT,Diesel,Heavy Goods Vehicles,0
2017-02,FORD,Diesel,Heavy Goods Vehicles,0
2017-02,FOTON,Diesel,Heavy Goods Vehicles,0
2017-02,FTBCI,Diesel,Heavy Goods Vehicles,0
2017-02,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,0
2017-02,HINO,Diesel,Heavy Goods Vehicles,32
2017-02,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2017-02,ISUZU,Diesel,Heavy Goods Vehicles,66
2017-02,IVECO,Diesel,Heavy Goods Vehicles,0
2017-02,JAC,Diesel,Heavy Goods Vehicles,3
2017-02,JJCC,Diesel,Heavy Goods Vehicles,2
2017-02,KIA,Diesel,Heavy Goods Vehicles,0
2017-02,KING LONG,Diesel,Heavy Goods Vehicles,0
2017-02,LAND ROVER,Diesel,Heavy Goods Vehicles,0
2017-02,LINDE,Diesel,Heavy Goods Vehicles,0
2017-02,MAN,Diesel,Heavy Goods Vehicles,4
2017-02,MAXUS,Diesel,Heavy Goods Vehicles,0
2017-02,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,1
2017-02,MITSUBISHI,Diesel,Heavy Goods Vehicles,107
2017-02,NISSAN,Petrol,Heavy Goods Vehicles,0
2017-02,NISSAN,Diesel,Heavy Goods Vehicles,0
2017-02,OPEL,Diesel,Heavy Goods Vehicles,0
2017-02,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2017-02,RENAULT,Petrol,Heavy Goods Vehicles,0
2017-02,RENAULT,Diesel,Heavy Goods Vehicles,0
2017-02,SCANIA,Diesel,Heavy Goods Vehicles,0
2017-02,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2017-02,SUZUKI,Petrol,Heavy Goods Vehicles,0
2017-02,T.C.M.,Diesel,Heavy Goods Vehicles,0
2017-02,TADANO FAUN,Diesel,Heavy Goods Vehicles,0
2017-02,TEREX,Diesel,Heavy Goods Vehicles,0
2017-02,TLD,Diesel,Heavy Goods Vehicles,0
2017-02,TOYOTA,Petrol,Heavy Goods Vehicles,0
2017-02,TOYOTA,Diesel,Heavy Goods Vehicles,36
2017-02,TOYOTA,Others,Heavy Goods Vehicles,1
2017-02,TREPEL,Diesel,Heavy Goods Vehicles,0
2017-02,UD TRUCKS,Diesel,Heavy Goods Vehicles,0
2017-02,UNICARRIERS,Diesel,Heavy Goods Vehicles,1
2017-02,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2017-02,VOLVO,Diesel,Heavy Goods Vehicles,0
2017-02,YUTONG,Diesel,Heavy Goods Vehicles,0
2017-02,BOBCAT,Diesel,Very Heavy Goods Vehicles,0
2017-02,CAMC,Diesel,Very Heavy Goods Vehicles,2
2017-02,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2017-02,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,0
2017-02,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2017-02,D.A.F.,Diesel,Very Heavy Goods Vehicles,0
2017-02,DULEVO,Diesel,Very Heavy Goods Vehicles,0
2017-02,FIAT,Diesel,Very Heavy Goods Vehicles,0
2017-02,FORD,Diesel,Very Heavy Goods Vehicles,0
2017-02,FOTON,Diesel,Very Heavy Goods Vehicles,0
2017-02,FTBCI,Diesel,Very Heavy Goods Vehicles,0
2017-02,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,0
2017-02,HINO,Diesel,Very Heavy Goods Vehicles,1
2017-02,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2017-02,ISUZU,Diesel,Very Heavy Goods Vehicles,9
2017-02,IVECO,Diesel,Very Heavy Goods Vehicles,0
2017-02,JAC,Diesel,Very Heavy Goods Vehicles,0
2017-02,JJCC,Diesel,Very Heavy Goods Vehicles,0
2017-02,KIA,Diesel,Very Heavy Goods Vehicles,0
2017-02,KING LONG,Diesel,Very Heavy Goods Vehicles,0
2017-02,LAND ROVER,Diesel,Very Heavy Goods Vehicles,0
2017-02,LINDE,Diesel,Very Heavy Goods Vehicles,0
2017-02,MAN,Diesel,Very Heavy Goods Vehicles,4
2017-02,MAXUS,Diesel,Very Heavy Goods Vehicles,0
2017-02,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,0
2017-02,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,28
2017-02,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2017-02,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2017-02,OPEL,Diesel,Very Heavy Goods Vehicles,0
2017-02,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2017-02,RENAULT,Petrol,Very Heavy Goods Vehicles,0
2017-02,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2017-02,SCANIA,Diesel,Very Heavy Goods Vehicles,14
2017-02,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2017-02,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2017-02,T.C.M.,Diesel,Very Heavy Goods Vehicles,2
2017-02,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,0
2017-02,TEREX,Diesel,Very Heavy Goods Vehicles,0
2017-02,TLD,Diesel,Very Heavy Goods Vehicles,0
2017-02,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2017-02,TOYOTA,Diesel,Very Heavy Goods Vehicles,0
2017-02,TOYOTA,Others,Very Heavy Goods Vehicles,0
2017-02,TREPEL,Diesel,Very Heavy Goods Vehicles,0
2017-02,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,6
2017-02,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2017-02,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2017-02,VOLVO,Diesel,Very Heavy Goods Vehicles,8
2017-02,YUTONG,Diesel,Very Heavy Goods Vehicles,0
2017-02,BOBCAT,Diesel,Buses,0
2017-02,CAMC,Diesel,Buses,0
2017-02,CATERPILLAR,Diesel,Buses,0
2017-02,CIMC AIR MARREL SAS,Diesel,Buses,0
2017-02,CITROEN,Diesel,Buses,0
2017-02,D.A.F.,Diesel,Buses,0
2017-02,DULEVO,Diesel,Buses,0
2017-02,FIAT,Diesel,Buses,0
2017-02,FORD,Diesel,Buses,0
2017-02,FOTON,Diesel,Buses,0
2017-02,FTBCI,Diesel,Buses,0
2017-02,GOLDEN DRAGON,Diesel,Buses,5
2017-02,HINO,Diesel,Buses,0
2017-02,HYUNDAI,Diesel,Buses,0
2017-02,ISUZU,Diesel,Buses,9
2017-02,IVECO,Diesel,Buses,0
2017-02,JAC,Diesel,Buses,0
2017-02,JJCC,Diesel,Buses,0
2017-02,KIA,Diesel,Buses,0
2017-02,KING LONG,Diesel,Buses,6
2017-02,LAND ROVER,Diesel,Buses,0
2017-02,LINDE,Diesel,Buses,0
2017-02,MAN,Diesel,Buses,2
2017-02,MAXUS,Diesel,Buses,0
2017-02,MERCEDES BENZ,Diesel,Buses,1
2017-02,MITSUBISHI,Diesel,Buses,6
2017-02,NISSAN,Petrol,Buses,0
2017-02,NISSAN,Diesel,Buses,3
2017-02,OPEL,Diesel,Buses,0
2017-02,PEUGEOT,Diesel,Buses,0
2017-02,RENAULT,Petrol,Buses,0
2017-02,RENAULT,Diesel,Buses,0
2017-02,SCANIA,Diesel,Buses,0
2017-02,SSANGYONG,Diesel,Buses,0
2017-02,SUZUKI,Petrol,Buses,0
2017-02,T.C.M.,Diesel,Buses,0
2017-02,TADANO FAUN,Diesel,Buses,0
2017-02,TEREX,Diesel,Buses,0
2017-02,TLD,Diesel,Buses,0
2017-02,TOYOTA,Petrol,Buses,0
2017-02,TOYOTA,Diesel,Buses,39
2017-02,TOYOTA,Others,Buses,0
2017-02,TREPEL,Diesel,Buses,0
2017-02,UD TRUCKS,Diesel,Buses,0
2017-02,UNICARRIERS,Diesel,Buses,0
2017-02,VOLKSWAGEN,Diesel,Buses,0
2017-02,VOLVO,Diesel,Buses,21
2017-02,YUTONG,Diesel,Buses,1
2017-03,BOBCAT,Diesel,Goods cum Passenger Vehicles,0
2017-03,CAMC,Diesel,Goods cum Passenger Vehicles,0
2017-03,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2017-03,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2017-03,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2017-03,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2017-03,DULEVO,Diesel,Goods cum Passenger Vehicles,0
2017-03,FIAT,Diesel,Goods cum Passenger Vehicles,0
2017-03,FORD,Diesel,Goods cum Passenger Vehicles,2
2017-03,FOTON,Diesel,Goods cum Passenger Vehicles,0
2017-03,FTBCI,Diesel,Goods cum Passenger Vehicles,0
2017-03,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,0
2017-03,HINO,Diesel,Goods cum Passenger Vehicles,0
2017-03,HYSTER,Diesel,Goods cum Passenger Vehicles,0
2017-03,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2017-03,ISUZU,Diesel,Goods cum Passenger Vehicles,0
2017-03,IVECO,Diesel,Goods cum Passenger Vehicles,0
2017-03,JAC,Diesel,Goods cum Passenger Vehicles,0
2017-03,JJCC,Diesel,Goods cum Passenger Vehicles,0
2017-03,JOYLONG,Diesel,Goods cum Passenger Vehicles,0
2017-03,KIA,Diesel,Goods cum Passenger Vehicles,0
2017-03,KING LONG,Diesel,Goods cum Passenger Vehicles,0
2017-03,KOMATSU,Diesel,Goods cum Passenger Vehicles,0
2017-03,LAND ROVER,Diesel,Goods cum Passenger Vehicles,0
2017-03,LINDE,Diesel,Goods cum Passenger Vehicles,0
2017-03,MAN,Diesel,Goods cum Passenger Vehicles,0
2017-03,MANITOU,Diesel,Goods cum Passenger Vehicles,0
2017-03,MAXIMAL,Diesel,Goods cum Passenger Vehicles,0
2017-03,MAXUS,Diesel,Goods cum Passenger Vehicles,0
2017-03,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2017-03,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,5
2017-03,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2017-03,NISSAN,Diesel,Goods cum Passenger Vehicles,4
2017-03,OPEL,Diesel,Goods cum Passenger Vehicles,0
2017-03,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2017-03,RENAULT,Petrol,Goods cum Passenger Vehicles,0
2017-03,RENAULT,Diesel,Goods cum Passenger Vehicles,0
2017-03,SAKAI,Diesel,Goods cum Passenger Vehicles,0
2017-03,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2017-03,SSANGYONG,Diesel,Goods cum Passenger Vehicles,0
2017-03,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2017-03,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2017-03,TADANO FAUN,Diesel,Goods cum Passenger Vehicles,0
2017-03,TEREX,Diesel,Goods cum Passenger Vehicles,0
2017-03,TLD,Diesel,Goods cum Passenger Vehicles,0
2017-03,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2017-03,TOYOTA,Diesel,Goods cum Passenger Vehicles,1
2017-03,TOYOTA,Others,Goods cum Passenger Vehicles,0
2017-03,TREPEL,Diesel,Goods cum Passenger Vehicles,0
2017-03,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,0
2017-03,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2017-03,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,0
2017-03,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2017-03,WIRTGEN,Diesel,Goods cum Passenger Vehicles,0
2017-03,YALE,Diesel,Goods cum Passenger Vehicles,0
2017-03,YUTONG,Diesel,Goods cum Passenger Vehicles,0
2017-03,BOBCAT,Diesel,Light Goods Vehicles,0
2017-03,CAMC,Diesel,Light Goods Vehicles,0
2017-03,CATERPILLAR,Diesel,Light Goods Vehicles,0
2017-03,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2017-03,CITROEN,Diesel,Light Goods Vehicles,6
2017-03,D.A.F.,Diesel,Light Goods Vehicles,0
2017-03,DULEVO,Diesel,Light Goods Vehicles,0
2017-03,FIAT,Diesel,Light Goods Vehicles,37
2017-03,FORD,Diesel,Light Goods Vehicles,0
2017-03,FOTON,Diesel,Light Goods Vehicles,0
2017-03,FTBCI,Diesel,Light Goods Vehicles,0
2017-03,GOLDEN DRAGON,Diesel,Light Goods Vehicles,0
2017-03,HINO,Diesel,Light Goods Vehicles,0
2017-03,HYSTER,Diesel,Light Goods Vehicles,0
2017-03,HYUNDAI,Diesel,Light Goods Vehicles,1
2017-03,ISUZU,Diesel,Light Goods Vehicles,22
2017-03,IVECO,Diesel,Light Goods Vehicles,0
2017-03,JAC,Diesel,Light Goods Vehicles,0
2017-03,JJCC,Diesel,Light Goods Vehicles,0
2017-03,JOYLONG,Diesel,Light Goods Vehicles,0
2017-03,KIA,Diesel,Light Goods Vehicles,11
2017-03,KING LONG,Diesel,Light Goods Vehicles,0
2017-03,KOMATSU,Diesel,Light Goods Vehicles,0
2017-03,LAND ROVER,Diesel,Light Goods Vehicles,2
2017-03,LINDE,Diesel,Light Goods Vehicles,0
2017-03,MAN,Diesel,Light Goods Vehicles,0
2017-03,MANITOU,Diesel,Light Goods Vehicles,0
2017-03,MAXIMAL,Diesel,Light Goods Vehicles,0
2017-03,MAXUS,Diesel,Light Goods Vehicles,9
2017-03,MERCEDES BENZ,Diesel,Light Goods Vehicles,17
2017-03,MITSUBISHI,Diesel,Light Goods Vehicles,34
2017-03,NISSAN,Petrol,Light Goods Vehicles,46
2017-03,NISSAN,Diesel,Light Goods Vehicles,329
2017-03,OPEL,Diesel,Light Goods Vehicles,14
2017-03,PEUGEOT,Diesel,Light Goods Vehicles,22
2017-03,RENAULT,Petrol,Light Goods Vehicles,0
2017-03,RENAULT,Diesel,Light Goods Vehicles,4
2017-03,SAKAI,Diesel,Light Goods Vehicles,0
2017-03,SCANIA,Diesel,Light Goods Vehicles,0
2017-03,SSANGYONG,Diesel,Light Goods Vehicles,0
2017-03,SUZUKI,Petrol,Light Goods Vehicles,22
2017-03,T.C.M.,Diesel,Light Goods Vehicles,0
2017-03,TADANO FAUN,Diesel,Light Goods Vehicles,0
2017-03,TEREX,Diesel,Light Goods Vehicles,0
2017-03,TLD,Diesel,Light Goods Vehicles,0
2017-03,TOYOTA,Petrol,Light Goods Vehicles,10
2017-03,TOYOTA,Diesel,Light Goods Vehicles,637
2017-03,TOYOTA,Others,Light Goods Vehicles,0
2017-03,TREPEL,Diesel,Light Goods Vehicles,0
2017-03,UD TRUCKS,Diesel,Light Goods Vehicles,0
2017-03,UNICARRIERS,Diesel,Light Goods Vehicles,0
2017-03,VOLKSWAGEN,Diesel,Light Goods Vehicles,10
2017-03,VOLVO,Diesel,Light Goods Vehicles,0
2017-03,WIRTGEN,Diesel,Light Goods Vehicles,0
2017-03,YALE,Diesel,Light Goods Vehicles,0
2017-03,YUTONG,Diesel,Light Goods Vehicles,0
2017-03,BOBCAT,Diesel,Heavy Goods Vehicles,0
2017-03,CAMC,Diesel,Heavy Goods Vehicles,0
2017-03,CATERPILLAR,Diesel,Heavy Goods Vehicles,0
2017-03,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2017-03,CITROEN,Diesel,Heavy Goods Vehicles,0
2017-03,D.A.F.,Diesel,Heavy Goods Vehicles,0
2017-03,DULEVO,Diesel,Heavy Goods Vehicles,0
2017-03,FIAT,Diesel,Heavy Goods Vehicles,0
2017-03,FORD,Diesel,Heavy Goods Vehicles,0
2017-03,FOTON,Diesel,Heavy Goods Vehicles,2
2017-03,FTBCI,Diesel,Heavy Goods Vehicles,0
2017-03,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,0
2017-03,HINO,Diesel,Heavy Goods Vehicles,50
2017-03,HYSTER,Diesel,Heavy Goods Vehicles,1
2017-03,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2017-03,ISUZU,Diesel,Heavy Goods Vehicles,98
2017-03,IVECO,Diesel,Heavy Goods Vehicles,0
2017-03,JAC,Diesel,Heavy Goods Vehicles,1
2017-03,JJCC,Diesel,Heavy Goods Vehicles,0
2017-03,JOYLONG,Diesel,Heavy Goods Vehicles,0
2017-03,KIA,Diesel,Heavy Goods Vehicles,0
2017-03,KING LONG,Diesel,Heavy Goods Vehicles,0
2017-03,KOMATSU,Diesel,Heavy Goods Vehicles,1
2017-03,LAND ROVER,Diesel,Heavy Goods Vehicles,0
2017-03,LINDE,Diesel,Heavy Goods Vehicles,0
2017-03,MAN,Diesel,Heavy Goods Vehicles,0
2017-03,MANITOU,Diesel,Heavy Goods Vehicles,0
2017-03,MAXIMAL,Diesel,Heavy Goods Vehicles,2
2017-03,MAXUS,Diesel,Heavy Goods Vehicles,0
2017-03,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,1
2017-03,MITSUBISHI,Diesel,Heavy Goods Vehicles,144
2017-03,NISSAN,Petrol,Heavy Goods Vehicles,0
2017-03,NISSAN,Diesel,Heavy Goods Vehicles,1
2017-03,OPEL,Diesel,Heavy Goods Vehicles,0
2017-03,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2017-03,RENAULT,Petrol,Heavy Goods Vehicles,0
2017-03,RENAULT,Diesel,Heavy Goods Vehicles,0
2017-03,SAKAI,Diesel,Heavy Goods Vehicles,3
2017-03,SCANIA,Diesel,Heavy Goods Vehicles,0
2017-03,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2017-03,SUZUKI,Petrol,Heavy Goods Vehicles,0
2017-03,T.C.M.,Diesel,Heavy Goods Vehicles,0
2017-03,TADANO FAUN,Diesel,Heavy Goods Vehicles,0
2017-03,TEREX,Diesel,Heavy Goods Vehicles,0
2017-03,TLD,Diesel,Heavy Goods Vehicles,1
2017-03,TOYOTA,Petrol,Heavy Goods Vehicles,0
2017-03,TOYOTA,Diesel,Heavy Goods Vehicles,53
2017-03,TOYOTA,Others,Heavy Goods Vehicles,2
2017-03,TREPEL,Diesel,Heavy Goods Vehicles,0
2017-03,UD TRUCKS,Diesel,Heavy Goods Vehicles,11
2017-03,UNICARRIERS,Diesel,Heavy Goods Vehicles,4
2017-03,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2017-03,VOLVO,Diesel,Heavy Goods Vehicles,1
2017-03,WIRTGEN,Diesel,Heavy Goods Vehicles,1
2017-03,YALE,Diesel,Heavy Goods Vehicles,8
2017-03,YUTONG,Diesel,Heavy Goods Vehicles,0
2017-03,BOBCAT,Diesel,Very Heavy Goods Vehicles,0
2017-03,CAMC,Diesel,Very Heavy Goods Vehicles,3
2017-03,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2017-03,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,2
2017-03,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2017-03,D.A.F.,Diesel,Very Heavy Goods Vehicles,2
2017-03,DULEVO,Diesel,Very Heavy Goods Vehicles,0
2017-03,FIAT,Diesel,Very Heavy Goods Vehicles,0
2017-03,FORD,Diesel,Very Heavy Goods Vehicles,0
2017-03,FOTON,Diesel,Very Heavy Goods Vehicles,0
2017-03,FTBCI,Diesel,Very Heavy Goods Vehicles,0
2017-03,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,0
2017-03,HINO,Diesel,Very Heavy Goods Vehicles,9
2017-03,HYSTER,Diesel,Very Heavy Goods Vehicles,0
2017-03,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2017-03,ISUZU,Diesel,Very Heavy Goods Vehicles,18
2017-03,IVECO,Diesel,Very Heavy Goods Vehicles,0
2017-03,JAC,Diesel,Very Heavy Goods Vehicles,0
2017-03,JJCC,Diesel,Very Heavy Goods Vehicles,0
2017-03,JOYLONG,Diesel,Very Heavy Goods Vehicles,0
2017-03,KIA,Diesel,Very Heavy Goods Vehicles,0
2017-03,KING LONG,Diesel,Very Heavy Goods Vehicles,0
2017-03,KOMATSU,Diesel,Very Heavy Goods Vehicles,0
2017-03,LAND ROVER,Diesel,Very Heavy Goods Vehicles,0
2017-03,LINDE,Diesel,Very Heavy Goods Vehicles,0
2017-03,MAN,Diesel,Very Heavy Goods Vehicles,11
2017-03,MANITOU,Diesel,Very Heavy Goods Vehicles,1
2017-03,MAXIMAL,Diesel,Very Heavy Goods Vehicles,0
2017-03,MAXUS,Diesel,Very Heavy Goods Vehicles,0
2017-03,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,2
2017-03,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,49
2017-03,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2017-03,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2017-03,OPEL,Diesel,Very Heavy Goods Vehicles,0
2017-03,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2017-03,RENAULT,Petrol,Very Heavy Goods Vehicles,0
2017-03,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2017-03,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2017-03,SCANIA,Diesel,Very Heavy Goods Vehicles,13
2017-03,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2017-03,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2017-03,T.C.M.,Diesel,Very Heavy Goods Vehicles,2
2017-03,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,0
2017-03,TEREX,Diesel,Very Heavy Goods Vehicles,0
2017-03,TLD,Diesel,Very Heavy Goods Vehicles,0
2017-03,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2017-03,TOYOTA,Diesel,Very Heavy Goods Vehicles,2
2017-03,TOYOTA,Others,Very Heavy Goods Vehicles,0
2017-03,TREPEL,Diesel,Very Heavy Goods Vehicles,0
2017-03,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,12
2017-03,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2017-03,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2017-03,VOLVO,Diesel,Very Heavy Goods Vehicles,6
2017-03,WIRTGEN,Diesel,Very Heavy Goods Vehicles,1
2017-03,YALE,Diesel,Very Heavy Goods Vehicles,0
2017-03,YUTONG,Diesel,Very Heavy Goods Vehicles,0
2017-03,BOBCAT,Diesel,Buses,0
2017-03,CAMC,Diesel,Buses,0
2017-03,CATERPILLAR,Diesel,Buses,0
2017-03,CIMC AIR MARREL SAS,Diesel,Buses,0
2017-03,CITROEN,Diesel,Buses,0
2017-03,D.A.F.,Diesel,Buses,0
2017-03,DULEVO,Diesel,Buses,0
2017-03,FIAT,Diesel,Buses,0
2017-03,FORD,Diesel,Buses,0
2017-03,FOTON,Diesel,Buses,2
2017-03,FTBCI,Diesel,Buses,2
2017-03,GOLDEN DRAGON,Diesel,Buses,10
2017-03,HINO,Diesel,Buses,0
2017-03,HYSTER,Diesel,Buses,0
2017-03,HYUNDAI,Diesel,Buses,0
2017-03,ISUZU,Diesel,Buses,10
2017-03,IVECO,Diesel,Buses,0
2017-03,JAC,Diesel,Buses,0
2017-03,JJCC,Diesel,Buses,0
2017-03,JOYLONG,Diesel,Buses,1
2017-03,KIA,Diesel,Buses,0
2017-03,KING LONG,Diesel,Buses,5
2017-03,KOMATSU,Diesel,Buses,0
2017-03,LAND ROVER,Diesel,Buses,0
2017-03,LINDE,Diesel,Buses,0
2017-03,MAN,Diesel,Buses,2
2017-03,MANITOU,Diesel,Buses,0
2017-03,MAXIMAL,Diesel,Buses,0
2017-03,MAXUS,Diesel,Buses,0
2017-03,MERCEDES BENZ,Diesel,Buses,4
2017-03,MITSUBISHI,Diesel,Buses,1
2017-03,NISSAN,Petrol,Buses,0
2017-03,NISSAN,Diesel,Buses,12
2017-03,OPEL,Diesel,Buses,1
2017-03,PEUGEOT,Diesel,Buses,0
2017-03,RENAULT,Petrol,Buses,0
2017-03,RENAULT,Diesel,Buses,0
2017-03,SAKAI,Diesel,Buses,0
2017-03,SCANIA,Diesel,Buses,0
2017-03,SSANGYONG,Diesel,Buses,0
2017-03,SUZUKI,Petrol,Buses,0
2017-03,T.C.M.,Diesel,Buses,0
2017-03,TADANO FAUN,Diesel,Buses,0
2017-03,TEREX,Diesel,Buses,0
2017-03,TLD,Diesel,Buses,0
2017-03,TOYOTA,Petrol,Buses,0
2017-03,TOYOTA,Diesel,Buses,53
2017-03,TOYOTA,Others,Buses,0
2017-03,TREPEL,Diesel,Buses,0
2017-03,UD TRUCKS,Diesel,Buses,0
2017-03,UNICARRIERS,Diesel,Buses,0
2017-03,VOLKSWAGEN,Diesel,Buses,0
2017-03,VOLVO,Diesel,Buses,15
2017-03,WIRTGEN,Diesel,Buses,0
2017-03,YALE,Diesel,Buses,0
2017-03,YUTONG,Diesel,Buses,11
2017-04,BOBCAT,Diesel,Goods cum Passenger Vehicles,0
2017-04,CAMC,Diesel,Goods cum Passenger Vehicles,0
2017-04,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2017-04,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2017-04,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2017-04,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2017-04,DULEVO,Diesel,Goods cum Passenger Vehicles,0
2017-04,FIAT,Diesel,Goods cum Passenger Vehicles,0
2017-04,FORD,Diesel,Goods cum Passenger Vehicles,3
2017-04,FOTON,Diesel,Goods cum Passenger Vehicles,0
2017-04,FTBCI,Diesel,Goods cum Passenger Vehicles,0
2017-04,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,0
2017-04,HAMM,Diesel,Goods cum Passenger Vehicles,0
2017-04,HIGER,Diesel,Goods cum Passenger Vehicles,0
2017-04,HINO,Diesel,Goods cum Passenger Vehicles,0
2017-04,HYSTER,Diesel,Goods cum Passenger Vehicles,0
2017-04,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2017-04,ISUZU,Diesel,Goods cum Passenger Vehicles,0
2017-04,IVECO,Diesel,Goods cum Passenger Vehicles,0
2017-04,JAC,Diesel,Goods cum Passenger Vehicles,0
2017-04,JJCC,Diesel,Goods cum Passenger Vehicles,0
2017-04,JOYLONG,Diesel,Goods cum Passenger Vehicles,0
2017-04,KIA,Diesel,Goods cum Passenger Vehicles,0
2017-04,KING LONG,Diesel,Goods cum Passenger Vehicles,0
2017-04,KOMATSU,Diesel,Goods cum Passenger Vehicles,0
2017-04,LAND ROVER,Diesel,Goods cum Passenger Vehicles,0
2017-04,LINDE,Diesel,Goods cum Passenger Vehicles,0
2017-04,MAN,Diesel,Goods cum Passenger Vehicles,0
2017-04,MANITOU,Diesel,Goods cum Passenger Vehicles,0
2017-04,MAXIMAL,Diesel,Goods cum Passenger Vehicles,0
2017-04,MAXUS,Diesel,Goods cum Passenger Vehicles,0
2017-04,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2017-04,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,10
