month,make,fuel_type,vehicle_type,number
2016-01,AMMANN,Diesel,Goods cum Passenger Vehicles,0
2016-01,ANKAI,Diesel,Goods cum Passenger Vehicles,0
2016-01,BEIBEN,Diesel,Goods cum Passenger Vehicles,0
2016-01,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2016-01,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2016-01,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2016-01,COMAC,Diesel,Goods cum Passenger Vehicles,0
2016-01,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2016-01,FIAT,Diesel,Goods cum Passenger Vehicles,0
2016-01,FOTON,Diesel,Goods cum Passenger Vehicles,0
2016-01,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,0
2016-01,GUANGTAI,Diesel,Goods cum Passenger Vehicles,0
2016-01,HIGER,Diesel,Goods cum Passenger Vehicles,0
2016-01,HINO,Diesel,Goods cum Passenger Vehicles,0
2016-01,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2016-01,ISUZU,Diesel,Goods cum Passenger Vehicles,0
2016-01,IVECO,Diesel,Goods cum Passenger Vehicles,0
2016-01,J.C.B.,Diesel,Goods cum Passenger Vehicles,0
2016-01,JAC,Diesel,Goods cum Passenger Vehicles,0
2016-01,JOYLONG,Diesel,Goods cum Passenger Vehicles,0
2016-01,KALMAR,Diesel,Goods cum Passenger Vehicles,0
2016-01,KARCHER,Diesel,Goods cum Passenger Vehicles,0
2016-01,KIA,Diesel,Goods cum Passenger Vehicles,0
2016-01,KING LONG,Diesel,Goods cum Passenger Vehicles,0
2016-01,KOMATSU,Diesel,Goods cum Passenger Vehicles,0
2016-01,LAND ROVER,Diesel,Goods cum Passenger Vehicles,0
2016-01,LEKTRO,Others,Goods cum Passenger Vehicles,0
2016-01,LINDE,Diesel,Goods cum Passenger Vehicles,0
2016-01,LINDE,Others,Goods cum Passenger Vehicles,0
2016-01,MAN,Diesel,Goods cum Passenger Vehicles,0
2016-01,MANITOU,Diesel,Goods cum Passenger Vehicles,0
2016-01,MAXIMAL,Diesel,Goods cum Passenger Vehicles,0
2016-01,MAXUS,Diesel,Goods cum Passenger Vehicles,0
2016-01,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2016-01,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,1
2016-01,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2016-01,NISSAN,Diesel,Goods cum Passenger Vehicles,6
2016-01,OPEL,Diesel,Goods cum Passenger Vehicles,0
2016-01,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2016-01,RENAULT,Petrol,Goods cum Passenger Vehicles,0
2016-01,RENAULT,Diesel,Goods cum Passenger Vehicles,0
2016-01,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2016-01,SHACMAN,Diesel,Goods cum Passenger Vehicles,0
2016-01,SSANGYONG,Diesel,Goods cum Passenger Vehicles,3
2016-01,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2016-01,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2016-01,TENNANT,Diesel,Goods cum Passenger Vehicles,0
2016-01,TLD,Diesel,Goods cum Passenger Vehicles,0
2016-01,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2016-01,TOYOTA,Diesel,Goods cum Passenger Vehicles,0
2016-01,TOYOTA,Others,Goods cum Passenger Vehicles,0
2016-01,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,0
2016-01,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2016-01,UNICARRIERS,Others,Goods cum Passenger Vehicles,0
2016-01,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2016-01,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2016-01,YALE,Diesel,Goods cum Passenger Vehicles,0
2016-01,YUTONG,Diesel,Goods cum Passenger Vehicles,0
2016-01,ZOOMLION,Diesel,Goods cum Passenger Vehicles,0
2016-01,AMMANN,Diesel,Light Goods Vehicles,0
2016-01,ANKAI,Diesel,Light Goods Vehicles,0
2016-01,BEIBEN,Diesel,Light Goods Vehicles,0
2016-01,CATERPILLAR,Diesel,Light Goods Vehicles,0
2016-01,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2016-01,CITROEN,Diesel,Light Goods Vehicles,8
2016-01,COMAC,Diesel,Light Goods Vehicles,0
2016-01,D.A.F.,Diesel,Light Goods Vehicles,0
2016-01,FIAT,Diesel,Light Goods Vehicles,28
2016-01,FOTON,Diesel,Light Goods Vehicles,0
2016-01,GOLDEN DRAGON,Diesel,Light Goods Vehicles,0
2016-01,GUANGTAI,Diesel,Light Goods Vehicles,0
2016-01,HIGER,Diesel,Light Goods Vehicles,0
2016-01,HINO,Diesel,Light Goods Vehicles,0
2016-01,HYUNDAI,Diesel,Light Goods Vehicles,3
2016-01,ISUZU,Diesel,Light Goods Vehicles,32
2016-01,IVECO,Diesel,Light Goods Vehicles,0
2016-01,J.C.B.,Diesel,Light Goods Vehicles,0
2016-01,JAC,Diesel,Light Goods Vehicles,0
2016-01,JOYLONG,Diesel,Light Goods Vehicles,0
2016-01,KALMAR,Diesel,Light Goods Vehicles,0
2016-01,KARCHER,Diesel,Light Goods Vehicles,0
2016-01,KIA,Diesel,Light Goods Vehicles,8
2016-01,KING LONG,Diesel,Light Goods Vehicles,0
2016-01,KOMATSU,Diesel,Light Goods Vehicles,0
2016-01,LAND ROVER,Diesel,Light Goods Vehicles,8
2016-01,LEKTRO,Others,Light Goods Vehicles,0
2016-01,LINDE,Diesel,Light Goods Vehicles,0
2016-01,LINDE,Others,Light Goods Vehicles,0
2016-01,MAN,Diesel,Light Goods Vehicles,0
2016-01,MANITOU,Diesel,Light Goods Vehicles,0
2016-01,MAXIMAL,Diesel,Light Goods Vehicles,0
2016-01,MAXUS,Diesel,Light Goods Vehicles,0
2016-01,MERCEDES BENZ,Diesel,Light Goods Vehicles,29
2016-01,MITSUBISHI,Diesel,Light Goods Vehicles,33
2016-01,NISSAN,Petrol,Light Goods Vehicles,15
2016-01,NISSAN,Diesel,Light Goods Vehicles,278
2016-01,OPEL,Diesel,Light Goods Vehicles,2
2016-01,PEUGEOT,Diesel,Light Goods Vehicles,11
2016-01,RENAULT,Petrol,Light Goods Vehicles,0
2016-01,RENAULT,Diesel,Light Goods Vehicles,5
2016-01,SCANIA,Diesel,Light Goods Vehicles,0
2016-01,SHACMAN,Diesel,Light Goods Vehicles,0
2016-01,SSANGYONG,Diesel,Light Goods Vehicles,0
2016-01,SUZUKI,Petrol,Light Goods Vehicles,0
2016-01,T.C.M.,Diesel,Light Goods Vehicles,0
2016-01,TENNANT,Diesel,Light Goods Vehicles,1
2016-01,TLD,Diesel,Light Goods Vehicles,0
2016-01,TOYOTA,Petrol,Light Goods Vehicles,2
2016-01,TOYOTA,Diesel,Light Goods Vehicles,361
2016-01,TOYOTA,Others,Light Goods Vehicles,0
2016-01,UD TRUCKS,Diesel,Light Goods Vehicles,0
2016-01,UNICARRIERS,Diesel,Light Goods Vehicles,0
2016-01,UNICARRIERS,Others,Light Goods Vehicles,0
2016-01,VOGELE,Diesel,Light Goods Vehicles,0
2016-01,VOLVO,Diesel,Light Goods Vehicles,0
2016-01,YALE,Diesel,Light Goods Vehicles,0
2016-01,YUTONG,Diesel,Light Goods Vehicles,0
2016-01,ZOOMLION,Diesel,Light Goods Vehicles,0
2016-01,AMMANN,Diesel,Heavy Goods Vehicles,0
2016-01,ANKAI,Diesel,Heavy Goods Vehicles,0
2016-01,BEIBEN,Diesel,Heavy Goods Vehicles,0
2016-01,CATERPILLAR,Diesel,Heavy Goods Vehicles,1
2016-01,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2016-01,CITROEN,Diesel,Heavy Goods Vehicles,0
2016-01,COMAC,Diesel,Heavy Goods Vehicles,1
2016-01,D.A.F.,Diesel,Heavy Goods Vehicles,0
2016-01,FIAT,Diesel,Heavy Goods Vehicles,0
2016-01,FOTON,Diesel,Heavy Goods Vehicles,1
2016-01,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,0
2016-01,GUANGTAI,Diesel,Heavy Goods Vehicles,0
2016-01,HIGER,Diesel,Heavy Goods Vehicles,0
2016-01,HINO,Diesel,Heavy Goods Vehicles,63
2016-01,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2016-01,ISUZU,Diesel,Heavy Goods Vehicles,160
2016-01,IVECO,Diesel,Heavy Goods Vehicles,0
2016-01,J.C.B.,Diesel,Heavy Goods Vehicles,0
2016-01,JAC,Diesel,Heavy Goods Vehicles,3
2016-01,JOYLONG,Diesel,Heavy Goods Vehicles,0
2016-01,KALMAR,Diesel,Heavy Goods Vehicles,0
2016-01,KARCHER,Diesel,Heavy Goods Vehicles,0
2016-01,KIA,Diesel,Heavy Goods Vehicles,0
2016-01,KING LONG,Diesel,Heavy Goods Vehicles,0
2016-01,KOMATSU,Diesel,Heavy Goods Vehicles,0
2016-01,LAND ROVER,Diesel,Heavy Goods Vehicles,0
2016-01,LEKTRO,Others,Heavy Goods Vehicles,1
2016-01,LINDE,Diesel,Heavy Goods Vehicles,0
2016-01,LINDE,Others,Heavy Goods Vehicles,1
2016-01,MAN,Diesel,Heavy Goods Vehicles,0
2016-01,MANITOU,Diesel,Heavy Goods Vehicles,4
2016-01,MAXIMAL,Diesel,Heavy Goods Vehicles,0
2016-01,MAXUS,Diesel,Heavy Goods Vehicles,0
2016-01,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,8
2016-01,MITSUBISHI,Diesel,Heavy Goods Vehicles,232
2016-01,NISSAN,Petrol,Heavy Goods Vehicles,0
2016-01,NISSAN,Diesel,Heavy Goods Vehicles,1
2016-01,OPEL,Diesel,Heavy Goods Vehicles,0
2016-01,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2016-01,RENAULT,Petrol,Heavy Goods Vehicles,0
2016-01,RENAULT,Diesel,Heavy Goods Vehicles,0
2016-01,SCANIA,Diesel,Heavy Goods Vehicles,0
2016-01,SHACMAN,Diesel,Heavy Goods Vehicles,0
2016-01,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2016-01,SUZUKI,Petrol,Heavy Goods Vehicles,0
2016-01,T.C.M.,Diesel,Heavy Goods Vehicles,0
2016-01,TENNANT,Diesel,Heavy Goods Vehicles,0
2016-01,TLD,Diesel,Heavy Goods Vehicles,0
2016-01,TOYOTA,Petrol,Heavy Goods Vehicles,0
2016-01,TOYOTA,Diesel,Heavy Goods Vehicles,86
2016-01,TOYOTA,Others,Heavy Goods Vehicles,1
2016-01,UD TRUCKS,Diesel,Heavy Goods Vehicles,4
2016-01,UNICARRIERS,Diesel,Heavy Goods Vehicles,1
2016-01,UNICARRIERS,Others,Heavy Goods Vehicles,0
2016-01,VOGELE,Diesel,Heavy Goods Vehicles,0
2016-01,VOLVO,Diesel,Heavy Goods Vehicles,0
2016-01,YALE,Diesel,Heavy Goods Vehicles,0
2016-01,YUTONG,Diesel,Heavy Goods Vehicles,0
2016-01,ZOOMLION,Diesel,Heavy Goods Vehicles,0
2016-01,AMMANN,Diesel,Very Heavy Goods Vehicles,0
2016-01,ANKAI,Diesel,Very Heavy Goods Vehicles,0
2016-01,BEIBEN,Diesel,Very Heavy Goods Vehicles,1
2016-01,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2016-01,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,0
2016-01,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2016-01,COMAC,Diesel,Very Heavy Goods Vehicles,0
2016-01,D.A.F.,Diesel,Very Heavy Goods Vehicles,0
2016-01,FIAT,Diesel,Very Heavy Goods Vehicles,0
2016-01,FOTON,Diesel,Very Heavy Goods Vehicles,0
2016-01,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,0
2016-01,GUANGTAI,Diesel,Very Heavy Goods Vehicles,0
2016-01,HIGER,Diesel,Very Heavy Goods Vehicles,0
2016-01,HINO,Diesel,Very Heavy Goods Vehicles,5
2016-01,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2016-01,ISUZU,Diesel,Very Heavy Goods Vehicles,18
2016-01,IVECO,Diesel,Very Heavy Goods Vehicles,11
2016-01,J.C.B.,Diesel,Very Heavy Goods Vehicles,0
2016-01,JAC,Diesel,Very Heavy Goods Vehicles,0
2016-01,JOYLONG,Diesel,Very Heavy Goods Vehicles,0
2016-01,KALMAR,Diesel,Very Heavy Goods Vehicles,0
2016-01,KARCHER,Diesel,Very Heavy Goods Vehicles,0
2016-01,KIA,Diesel,Very Heavy Goods Vehicles,0
2016-01,KING LONG,Diesel,Very Heavy Goods Vehicles,0
2016-01,KOMATSU,Diesel,Very Heavy Goods Vehicles,0
2016-01,LAND ROVER,Diesel,Very Heavy Goods Vehicles,0
2016-01,LEKTRO,Others,Very Heavy Goods Vehicles,0
2016-01,LINDE,Diesel,Very Heavy Goods Vehicles,0
2016-01,LINDE,Others,Very Heavy Goods Vehicles,0
2016-01,MAN,Diesel,Very Heavy Goods Vehicles,4
2016-01,MANITOU,Diesel,Very Heavy Goods Vehicles,0
2016-01,MAXIMAL,Diesel,Very Heavy Goods Vehicles,0
2016-01,MAXUS,Diesel,Very Heavy Goods Vehicles,0
2016-01,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,4
2016-01,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,11
2016-01,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2016-01,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2016-01,OPEL,Diesel,Very Heavy Goods Vehicles,0
2016-01,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2016-01,RENAULT,Petrol,Very Heavy Goods Vehicles,0
2016-01,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2016-01,SCANIA,Diesel,Very Heavy Goods Vehicles,8
2016-01,SHACMAN,Diesel,Very Heavy Goods Vehicles,0
2016-01,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2016-01,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2016-01,T.C.M.,Diesel,Very Heavy Goods Vehicles,6
2016-01,TENNANT,Diesel,Very Heavy Goods Vehicles,0
2016-01,TLD,Diesel,Very Heavy Goods Vehicles,0
2016-01,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2016-01,TOYOTA,Diesel,Very Heavy Goods Vehicles,0
2016-01,TOYOTA,Others,Very Heavy Goods Vehicles,0
2016-01,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,12
2016-01,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2016-01,UNICARRIERS,Others,Very Heavy Goods Vehicles,0
2016-01,VOGELE,Diesel,Very Heavy Goods Vehicles,0
2016-01,VOLVO,Diesel,Very Heavy Goods Vehicles,5
2016-01,YALE,Diesel,Very Heavy Goods Vehicles,0
2016-01,YUTONG,Diesel,Very Heavy Goods Vehicles,0
2016-01,ZOOMLION,Diesel,Very Heavy Goods Vehicles,1
2016-01,AMMANN,Diesel,Buses,0
2016-01,ANKAI,Diesel,Buses,0
2016-01,BEIBEN,Diesel,Buses,0
2016-01,CATERPILLAR,Diesel,Buses,0
2016-01,CIMC AIR MARREL SAS,Diesel,Buses,0
2016-01,CITROEN,Diesel,Buses,0
2016-01,COMAC,Diesel,Buses,0
2016-01,D.A.F.,Diesel,Buses,0
2016-01,FIAT,Diesel,Buses,0
2016-01,FOTON,Diesel,Buses,0
2016-01,GOLDEN DRAGON,Diesel,Buses,3
2016-01,GUANGTAI,Diesel,Buses,0
2016-01,HIGER,Diesel,Buses,1
2016-01,HINO,Diesel,Buses,0
2016-01,HYUNDAI,Diesel,Buses,2
2016-01,ISUZU,Diesel,Buses,14
2016-01,IVECO,Diesel,Buses,0
2016-01,J.C.B.,Diesel,Buses,0
2016-01,JAC,Diesel,Buses,0
2016-01,JOYLONG,Diesel,Buses,1
2016-01,KALMAR,Diesel,Buses,0
2016-01,KARCHER,Diesel,Buses,0
2016-01,KIA,Diesel,Buses,0
2016-01,KING LONG,Diesel,Buses,1
2016-01,KOMATSU,Diesel,Buses,0
2016-01,LAND ROVER,Diesel,Buses,0
2016-01,LEKTRO,Others,Buses,0
2016-01,LINDE,Diesel,Buses,0
2016-01,LINDE,Others,Buses,0
2016-01,MAN,Diesel,Buses,7
2016-01,MANITOU,Diesel,Buses,0
2016-01,MAXIMAL,Diesel,Buses,0
2016-01,MAXUS,Diesel,Buses,0
2016-01,MERCEDES BENZ,Diesel,Buses,14
2016-01,MITSUBISHI,Diesel,Buses,12
2016-01,NISSAN,Petrol,Buses,0
2016-01,NISSAN,Diesel,Buses,11
2016-01,OPEL,Diesel,Buses,0
2016-01,PEUGEOT,Diesel,Buses,0
2016-01,RENAULT,Petrol,Buses,0
2016-01,RENAULT,Diesel,Buses,0
2016-01,SCANIA,Diesel,Buses,0
2016-01,SHACMAN,Diesel,Buses,0
2016-01,SSANGYONG,Diesel,Buses,0
2016-01,SUZUKI,Petrol,Buses,0
2016-01,T.C.M.,Diesel,Buses,0
2016-01,TENNANT,Diesel,Buses,0
2016-01,TLD,Diesel,Buses,0
2016-01,TOYOTA,Petrol,Buses,0
2016-01,TOYOTA,Diesel,Buses,51
2016-01,TOYOTA,Others,Buses,0
2016-01,UD TRUCKS,Diesel,Buses,0
2016-01,UNICARRIERS,Diesel,Buses,0
2016-01,UNICARRIERS,Others,Buses,0
2016-01,VOGELE,Diesel,Buses,0
2016-01,VOLVO,Diesel,Buses,39
2016-01,YALE,Diesel,Buses,0
2016-01,YUTONG,Diesel,Buses,9
2016-01,ZOOMLION,Diesel,Buses,0
2016-02,AMMANN,Diesel,Goods cum Passenger Vehicles,0
2016-02,ANKAI,Diesel,Goods cum Passenger Vehicles,0
2016-02,BEIBEN,Diesel,Goods cum Passenger Vehicles,0
2016-02,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2016-02,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2016-02,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2016-02,COMAC,Diesel,Goods cum Passenger Vehicles,0
2016-02,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2016-02,FIAT,Diesel,Goods cum Passenger Vehicles,0
2016-02,FOTON,Diesel,Goods cum Passenger Vehicles,0
2016-02,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,0
2016-02,GUANGTAI,Diesel,Goods cum Passenger Vehicles,0
2016-02,HIGER,Diesel,Goods cum Passenger Vehicles,0
2016-02,HINO,Diesel,Goods cum Passenger Vehicles,0
2016-02,HYUNDAI,Diesel,Goods cum Passenger Vehicles,1
2016-02,ISUZU,Diesel,Goods cum Passenger Vehicles,2
2016-02,IVECO,Diesel,Goods cum Passenger Vehicles,0
2016-02,J.C.B.,Diesel,Goods cum Passenger Vehicles,0
2016-02,JAC,Diesel,Goods cum Passenger Vehicles,0
2016-02,JOYLONG,Diesel,Goods cum Passenger Vehicles,0
2016-02,KALMAR,Diesel,Goods cum Passenger Vehicles,0
2016-02,KARCHER,Diesel,Goods cum Passenger Vehicles,0
2016-02,KIA,Diesel,Goods cum Passenger Vehicles,0
2016-02,KING LONG,Diesel,Goods cum Passenger Vehicles,0
2016-02,KOMATSU,Diesel,Goods cum Passenger Vehicles,0
2016-02,LAND ROVER,Diesel,Goods cum Passenger Vehicles,0
2016-02,LEKTRO,Others,Goods cum Passenger Vehicles,0
2016-02,LINDE,Diesel,Goods cum Passenger Vehicles,0
2016-02,LINDE,Others,Goods cum Passenger Vehicles,0
2016-02,MAN,Diesel,Goods cum Passenger Vehicles,0
2016-02,MANITOU,Diesel,Goods cum Passenger Vehicles,0
2016-02,MAXIMAL,Diesel,Goods cum Passenger Vehicles,0
2016-02,MAXUS,Diesel,Goods cum Passenger Vehicles,0
2016-02,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2016-02,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,4
2016-02,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2016-02,NISSAN,Diesel,Goods cum Passenger Vehicles,6
2016-02,OPEL,Diesel,Goods cum Passenger Vehicles,0
2016-02,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2016-02,RENAULT,Petrol,Goods cum Passenger Vehicles,0
2016-02,RENAULT,Diesel,Goods cum Passenger Vehicles,0
2016-02,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2016-02,SHACMAN,Diesel,Goods cum Passenger Vehicles,0
2016-02,SSANGYONG,Diesel,Goods cum Passenger Vehicles,3
2016-02,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2016-02,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2016-02,TENNANT,Diesel,Goods cum Passenger Vehicles,0
2016-02,TLD,Diesel,Goods cum Passenger Vehicles,0
2016-02,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2016-02,TOYOTA,Diesel,Goods cum Passenger Vehicles,2
2016-02,TOYOTA,Others,Goods cum Passenger Vehicles,0
2016-02,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,0
2016-02,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2016-02,UNICARRIERS,Others,Goods cum Passenger Vehicles,0
2016-02,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2016-02,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2016-02,YALE,Diesel,Goods cum Passenger Vehicles,0
2016-02,YUTONG,Diesel,Goods cum Passenger Vehicles,0
2016-02,ZOOMLION,Diesel,Goods cum Passenger Vehicles,0
2016-02,AMMANN,Diesel,Light Goods Vehicles,0
2016-02,ANKAI,Diesel,Light Goods Vehicles,0
2016-02,BEIBEN,Diesel,Light Goods Vehicles,0
2016-02,CATERPILLAR,Diesel,Light Goods Vehicles,0
2016-02,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2016-02,CITROEN,Diesel,Light Goods Vehicles,7
2016-02,COMAC,Diesel,Light Goods Vehicles,0
2016-02,D.A.F.,Diesel,Light Goods Vehicles,0
2016-02,FIAT,Diesel,Light Goods Vehicles,7
2016-02,FOTON,Diesel,Light Goods Vehicles,0
2016-02,GOLDEN DRAGON,Diesel,Light Goods Vehicles,0
2016-02,GUANGTAI,Diesel,Light Goods Vehicles,0
2016-02,HIGER,Diesel,Light Goods Vehicles,0
2016-02,HINO,Diesel,Light Goods Vehicles,0
2016-02,HYUNDAI,Diesel,Light Goods Vehicles,5
2016-02,ISUZU,Diesel,Light Goods Vehicles,18
2016-02,IVECO,Diesel,Light Goods Vehicles,0
2016-02,J.C.B.,Diesel,Light Goods Vehicles,0
2016-02,JAC,Diesel,Light Goods Vehicles,0
2016-02,JOYLONG,Diesel,Light Goods Vehicles,0
2016-02,KALMAR,Diesel,Light Goods Vehicles,0
2016-02,KARCHER,Diesel,Light Goods Vehicles,1
2016-02,KIA,Diesel,Light Goods Vehicles,3
2016-02,KING LONG,Diesel,Light Goods Vehicles,0
2016-02,KOMATSU,Diesel,Light Goods Vehicles,0
2016-02,LAND ROVER,Diesel,Light Goods Vehicles,5
2016-02,LEKTRO,Others,Light Goods Vehicles,0
2016-02,LINDE,Diesel,Light Goods Vehicles,0
2016-02,LINDE,Others,Light Goods Vehicles,0
2016-02,MAN,Diesel,Light Goods Vehicles,0
2016-02,MANITOU,Diesel,Light Goods Vehicles,0
2016-02,MAXIMAL,Diesel,Light Goods Vehicles,0
2016-02,MAXUS,Diesel,Light Goods Vehicles,1
2016-02,MERCEDES BENZ,Diesel,Light Goods Vehicles,14
2016-02,MITSUBISHI,Diesel,Light Goods Vehicles,12
2016-02,NISSAN,Petrol,Light Goods Vehicles,19
2016-02,NISSAN,Diesel,Light Goods Vehicles,215
2016-02,OPEL,Diesel,Light Goods Vehicles,0
2016-02,PEUGEOT,Diesel,Light Goods Vehicles,16
2016-02,RENAULT,Petrol,Light Goods Vehicles,1
2016-02,RENAULT,Diesel,Light Goods Vehicles,6
2016-02,SCANIA,Diesel,Light Goods Vehicles,0
2016-02,SHACMAN,Diesel,Light Goods Vehicles,0
2016-02,SSANGYONG,Diesel,Light Goods Vehicles,0
2016-02,SUZUKI,Petrol,Light Goods Vehicles,3
2016-02,T.C.M.,Diesel,Light Goods Vehicles,0
2016-02,TENNANT,Diesel,Light Goods Vehicles,0
2016-02,TLD,Diesel,Light Goods Vehicles,0
2016-02,TOYOTA,Petrol,Light Goods Vehicles,0
2016-02,TOYOTA,Diesel,Light Goods Vehicles,270
2016-02,TOYOTA,Others,Light Goods Vehicles,0
2016-02,UD TRUCKS,Diesel,Light Goods Vehicles,0
2016-02,UNICARRIERS,Diesel,Light Goods Vehicles,0
2016-02,UNICARRIERS,Others,Light Goods Vehicles,0
2016-02,VOGELE,Diesel,Light Goods Vehicles,0
2016-02,VOLVO,Diesel,Light Goods Vehicles,0
2016-02,YALE,Diesel,Light Goods Vehicles,0
2016-02,YUTONG,Diesel,Light Goods Vehicles,0
2016-02,ZOOMLION,Diesel,Light Goods Vehicles,0
2016-02,AMMANN,Diesel,Heavy Goods Vehicles,0
2016-02,ANKAI,Diesel,Heavy Goods Vehicles,0
2016-02,BEIBEN,Diesel,Heavy Goods Vehicles,0
2016-02,CATERPILLAR,Diesel,Heavy Goods Vehicles,0
2016-02,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2016-02,CITROEN,Diesel,Heavy Goods Vehicles,0
2016-02,COMAC,Diesel,Heavy Goods Vehicles,0
2016-02,D.A.F.,Diesel,Heavy Goods Vehicles,0
2016-02,FIAT,Diesel,Heavy Goods Vehicles,0
2016-02,FOTON,Diesel,Heavy Goods Vehicles,0
2016-02,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,0
2016-02,GUANGTAI,Diesel,Heavy Goods Vehicles,0
2016-02,HIGER,Diesel,Heavy Goods Vehicles,0
2016-02,HINO,Diesel,Heavy Goods Vehicles,40
2016-02,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2016-02,ISUZU,Diesel,Heavy Goods Vehicles,101
2016-02,IVECO,Diesel,Heavy Goods Vehicles,0
2016-02,J.C.B.,Diesel,Heavy Goods Vehicles,0
2016-02,JAC,Diesel,Heavy Goods Vehicles,0
2016-02,JOYLONG,Diesel,Heavy Goods Vehicles,0
2016-02,KALMAR,Diesel,Heavy Goods Vehicles,0
2016-02,KARCHER,Diesel,Heavy Goods Vehicles,0
2016-02,KIA,Diesel,Heavy Goods Vehicles,0
2016-02,KING LONG,Diesel,Heavy Goods Vehicles,0
2016-02,KOMATSU,Diesel,Heavy Goods Vehicles,2
2016-02,LAND ROVER,Diesel,Heavy Goods Vehicles,0
2016-02,LEKTRO,Others,Heavy Goods Vehicles,0
2016-02,LINDE,Diesel,Heavy Goods Vehicles,1
2016-02,LINDE,Others,Heavy Goods Vehicles,0
2016-02,MAN,Diesel,Heavy Goods Vehicles,0
2016-02,MANITOU,Diesel,Heavy Goods Vehicles,0
2016-02,MAXIMAL,Diesel,Heavy Goods Vehicles,1
2016-02,MAXUS,Diesel,Heavy Goods Vehicles,0
2016-02,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,12
2016-02,MITSUBISHI,Diesel,Heavy Goods Vehicles,127
2016-02,NISSAN,Petrol,Heavy Goods Vehicles,0
2016-02,NISSAN,Diesel,Heavy Goods Vehicles,2
2016-02,OPEL,Diesel,Heavy Goods Vehicles,0
2016-02,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2016-02,RENAULT,Petrol,Heavy Goods Vehicles,0
2016-02,RENAULT,Diesel,Heavy Goods Vehicles,0
2016-02,SCANIA,Diesel,Heavy Goods Vehicles,0
2016-02,SHACMAN,Diesel,Heavy Goods Vehicles,0
