year,max_laden_wt,type,number
2016,3501 - 7000kg,Recovery Vehicles,142
2016,3501 - 7000kg,Refrigerated Vehicles,2188
2016,3501 - 7000kg,Garbage/ Sanitary Wagon,7
2016,3501 - 7000kg,Others,0
2016,7001 - 11000kg,Lorries,2847
2016,7001 - 11000kg,Tippers,123
2016,7001 - 11000kg,Vans,1549
2016,7001 - 11000kg,Goods-cum Passengers,0
2016,7001 - 11000kg,Articulated Vehicles,0
2016,7001 - 11000kg,Cement Mixers,0
2016,7001 - 11000kg,Tankers,73
2016,7001 - 11000kg,Cranes,5
2016,7001 - 11000kg,Recovery Vehicles,137
2016,7001 - 11000kg,Refrigerated Vehicles,235
2016,7001 - 11000kg,Garbage/ Sanitary Wagon,21
2016,7001 - 11000kg,Others,2
2016,11001-16000kg,Lorries,2221
2016,11001-16000kg,Tippers,104
2016,11001-16000kg,Vans,649
2016,11001-16000kg,Goods-cum Passengers,0
2016,11001-16000kg,Articulated Vehicles,0
2016,11001-16000kg,Cement Mixers,0
2016,11001-16000kg,Tankers,159
2016,11001-16000kg,Cranes,2
2016,11001-16000kg,Recovery Vehicles,22
2016,11001-16000kg,Refrigerated Vehicles,282
2016,11001-16000kg,Garbage/ Sanitary Wagon,218
2016,11001-16000kg,Others,11
2016,16001-20000kg,Lorries,126
2016,16001-20000kg,Tippers,2
2016,16001-20000kg,Vans,36
2016,16001-20000kg,Goods-cum Passengers,0
2016,16001-20000kg,Articulated Vehicles,0
2016,16001-20000kg,Cement Mixers,0
2016,16001-20000kg,Tankers,38
2016,16001-20000kg,Cranes,0
2016,16001-20000kg,Recovery Vehicles,1
2016,16001-20000kg,Refrigerated Vehicles,46
2016,16001-20000kg,Garbage/ Sanitary Wagon,97
2016,16001-20000kg,Others,5
2016,20001-26000kg,Lorries,358
2016,20001-26000kg,Tippers,42
2016,20001-26000kg,Vans,0
2016,20001-26000kg,Goods-cum Passengers,0
2016,20001-26000kg,Articulated Vehicles,1
2016,20001-26000kg,Cement Mixers,38
2016,20001-26000kg,Tankers,61
2016,20001-26000kg,Cranes,18
2016,20001-26000kg,Recovery Vehicles,23
2016,20001-26000kg,Refrigerated Vehicles,3
2016,20001-26000kg,Garbage/ Sanitary Wagon,115
2016,20001-26000kg,Others,2
2016,26001-32000kg,Lorries,1801
2016,26001-32000kg,Tippers,3953
2016,26001-32000kg,Vans,8
2016,26001-32000kg,Goods-cum Passengers,0
2016,26001-32000kg,Articulated Vehicles,1
2016,26001-32000kg,Cement Mixers,101
2016,26001-32000kg,Tankers,276
2016,26001-32000kg,Cranes,30
2016,26001-32000kg,Recovery Vehicles,17
2016,26001-32000kg,Refrigerated Vehicles,8
2016,26001-32000kg,Garbage/ Sanitary Wagon,1050
2016,26001-32000kg,Others,6
2016,32001-40000kg,Lorries,608
2016,32001-40000kg,Tippers,114
2016,32001-40000kg,Vans,0
2016,32001-40000kg,Goods-cum Passengers,0
2016,32001-40000kg,Articulated Vehicles,0
2016,32001-40000kg,Cement Mixers,1372
2016,32001-40000kg,Tankers,143
2016,32001-40000kg,Cranes,85
2016,32001-40000kg,Recovery Vehicles,0
2016,32001-40000kg,Refrigerated Vehicles,0
2016,32001-40000kg,Garbage/ Sanitary Wagon,160
2016,32001-40000kg,Others,11
2016,40001-55000kg,Lorries,4
2016,40001-55000kg,Tippers,1
2016,40001-55000kg,Vans,0
2016,40001-55000kg,Goods-cum Passengers,0
2016,40001-55000kg,Articulated Vehicles,3563
2016,40001-55000kg,Cement Mixers,0
2016,40001-55000kg,Tankers,0
2016,40001-55000kg,Cranes,98
2016,40001-55000kg,Recovery Vehicles,6
2016,40001-55000kg,Refrigerated Vehicles,0
2016,40001-55000kg,Garbage/ Sanitary Wagon,0
2016,40001-55000kg,Others,0
2016,> 55000kg,Lorries,0
2016,> 55000kg,Tippers,0
2016,> 55000kg,Vans,0
2016,> 55000kg,Goods-cum Passengers,0
2016,> 55000kg,Articulated Vehicles,1736
2016,> 55000kg,Cement Mixers,0
2016,> 55000kg,Tankers,0
2016,> 55000kg,Cranes,242
2016,> 55000kg,Recovery Vehicles,1
2016,> 55000kg,Refrigerated Vehicles,0
2016,> 55000kg,Garbage/ Sanitary Wagon,0
2016,> 55000kg,Others,0
2017,<= 3500 kg,Lorries,34344
2017,<= 3500 kg,Tippers,5
2017,<= 3500 kg,Vans,58045
2017,<= 3500 kg,Goods-cum Passengers,2962
2017,<= 3500 kg,Prime Mover,3
2017,<= 3500 kg,Cement Mixers,0
2017,<= 3500 kg,Tankers,17
2017,<= 3500 kg,Cranes,0
2017,<= 3500 kg,Recovery Vehicles,112
2017,<= 3500 kg,Refrigerated Vehicles,2194
2017,<= 3500 kg,Garbage/ Sanitary Wagon,0
2017,<= 3500 kg,Others,4
2017,3501 - 7000kg,Lorries,12258
2017,3501 - 7000kg,Tippers,213
2017,3501 - 7000kg,Vans,4833
2017,3501 - 7000kg,Goods-cum Passengers,10
2017,3501 - 7000kg,Prime Mover,0
2017,3501 - 7000kg,Cement Mixers,0
2017,3501 - 7000kg,Tankers,30
2017,3501 - 7000kg,Cranes,0
2017,3501 - 7000kg,Recovery Vehicles,154
2017,3501 - 7000kg,Refrigerated Vehicles,2332
2017,3501 - 7000kg,Garbage/ Sanitary Wagon,5
2017,3501 - 7000kg,Others,0
2017,7001 - 11000kg,Lorries,2734
2017,7001 - 11000kg,Tippers,124
2017,7001 - 11000kg,Vans,1504
2017,7001 - 11000kg,Goods-cum Passengers,0
2017,7001 - 11000kg,Prime Mover,0
2017,7001 - 11000kg,Cement Mixers,0
2017,7001 - 11000kg,Tankers,68
2017,7001 - 11000kg,Cranes,3
2017,7001 - 11000kg,Recovery Vehicles,155
2017,7001 - 11000kg,Refrigerated Vehicles,223
2017,7001 - 11000kg,Garbage/ Sanitary Wagon,22
2017,7001 - 11000kg,Others,3
2017,11001-16000kg,Lorries,2348
2017,11001-16000kg,Tippers,107
2017,11001-16000kg,Vans,794
2017,11001-16000kg,Goods-cum Passengers,0
2017,11001-16000kg,Prime Mover,0
2017,11001-16000kg,Cement Mixers,0
2017,11001-16000kg,Tankers,163
2017,11001-16000kg,Cranes,2
2017,11001-16000kg,Recovery Vehicles,22
2017,11001-16000kg,Refrigerated Vehicles,316
2017,11001-16000kg,Garbage/ Sanitary Wagon,220
2017,11001-16000kg,Others,8
2017,16001-20000kg,Lorries,134
2017,16001-20000kg,Tippers,2
2017,16001-20000kg,Vans,43
2017,16001-20000kg,Goods-cum Passengers,0
2017,16001-20000kg,Prime Mover,0
2017,16001-20000kg,Cement Mixers,0
2017,16001-20000kg,Tankers,41
2017,16001-20000kg,Cranes,0
2017,16001-20000kg,Recovery Vehicles,1
2017,16001-20000kg,Refrigerated Vehicles,54
2017,16001-20000kg,Garbage/ Sanitary Wagon,103
2017,16001-20000kg,Others,4
2017,20001-26000kg,Lorries,218
2017,20001-26000kg,Tippers,23
2017,20001-26000kg,Vans,0
2017,20001-26000kg,Goods-cum Passengers,0
2017,20001-26000kg,Prime Mover,1
2017,20001-26000kg,Cement Mixers,11
2017,20001-26000kg,Tankers,38
2017,20001-26000kg,Cranes,12
2017,20001-26000kg,Recovery Vehicles,24
2017,20001-26000kg,Refrigerated Vehicles,1
2017,20001-26000kg,Garbage/ Sanitary Wagon,81
2017,20001-26000kg,Others,2
2017,26001-32000kg,Lorries,1850
2017,26001-32000kg,Tippers,3969
2017,26001-32000kg,Vans,9
2017,26001-32000kg,Goods-cum Passengers,0
2017,26001-32000kg,Prime Mover,2
2017,26001-32000kg,Cement Mixers,97
2017,26001-32000kg,Tankers,294
2017,26001-32000kg,Cranes,21
2017,26001-32000kg,Recovery Vehicles,20
2017,26001-32000kg,Refrigerated Vehicles,11
2017,26001-32000kg,Garbage/ Sanitary Wagon,1105
2017,26001-32000kg,Others,2
2017,32001-40000kg,Lorries,697
2017,32001-40000kg,Tippers,118
2017,32001-40000kg,Vans,0
2017,32001-40000kg,Goods-cum Passengers,0
2017,32001-40000kg,Prime Mover,0
2017,32001-40000kg,Cement Mixers,1274
2017,32001-40000kg,Tankers,161
2017,32001-40000kg,Cranes,77
2017,32001-40000kg,Recovery Vehicles,0
2017,32001-40000kg,Refrigerated Vehicles,0
2017,32001-40000kg,Garbage/ Sanitary Wagon,184
2017,32001-40000kg,Others,10
2017,40001-55000kg,Lorries,12
2017,40001-55000kg,Tippers,1
2017,40001-55000kg,Vans,0
2017,40001-55000kg,Goods-cum Passengers,0
2017,40001-55000kg,Prime Mover,3535
2017,40001-55000kg,Cement Mixers,0
2017,40001-55000kg,Tankers,0
2017,40001-55000kg,Cranes,79
2017,40001-55000kg,Recovery Vehicles,6
2017,40001-55000kg,Refrigerated Vehicles,0
2017,40001-55000kg,Garbage/ Sanitary Wagon,0
2017,40001-55000kg,Others,0
2017,> 55000kg,Lorries,0
2017,> 55000kg,Tippers,0
2017,> 55000kg,Vans,0
2017,> 55000kg,Goods-cum Passengers,0
2017,> 55000kg,Prime Mover,1949
2017,> 55000kg,Cement Mixers,0
2017,> 55000kg,Tankers,0
2017,> 55000kg,Cranes,243
2017,> 55000kg,Recovery Vehicles,1
2017,> 55000kg,Refrigerated Vehicles,0
2017,> 55000kg,Garbage/ Sanitary Wagon,0
2017,> 55000kg,Others,0
2018,<= 3500 kg,Lorries,33523
2018,<= 3500 kg,Tippers,6
2018,<= 3500 kg,Vans,58037
2018,<= 3500 kg,Goods-cum Passengers,2947
2018,<= 3500 kg,Prime Mover,3
2018,<= 3500 kg,Cement Mixers,
2018,<= 3500 kg,Tankers,16
2018,<= 3500 kg,Cranes,
2018,<= 3500 kg,Recovery Vehicles,112
2018,<= 3500 kg,Refrigerated Vehicles,2314
2018,<= 3500 kg,Garbage/ Sanitary Wagon,
2018,<= 3500 kg,Others,6
2018,3501 - 7000kg,Lorries,11603
2018,3501 - 7000kg,Tippers,212
2018,3501 - 7000kg,Vans,4936
2018,3501 - 7000kg,Goods-cum Passengers,4
2018,3501 - 7000kg,Prime Mover,
2018,3501 - 7000kg,Cement Mixers,
2018,3501 - 7000kg,Tankers,34
2018,3501 - 7000kg,Cranes,
2018,3501 - 7000kg,Recovery Vehicles,155
2018,3501 - 7000kg,Refrigerated Vehicles,2379
2018,3501 - 7000kg,Garbage/ Sanitary Wagon,4
2018,3501 - 7000kg,Others,
2018,7001 - 11000kg,Lorries,2643
2018,7001 - 11000kg,Tippers,126
2018,7001 - 11000kg,Vans,1513
2018,7001 - 11000kg,Goods-cum Passengers,
2018,7001 - 11000kg,Prime Mover,
2018,7001 - 11000kg,Cement Mixers,
2018,7001 - 11000kg,Tankers,62
2018,7001 - 11000kg,Cranes,3
2018,7001 - 11000kg,Recovery Vehicles,152
2018,7001 - 11000kg,Refrigerated Vehicles,227
2018,7001 - 11000kg,Garbage/ Sanitary Wagon,21
2018,7001 - 11000kg,Others,4
2018,11001-16000kg,Lorries,2292
2018,11001-16000kg,Tippers,100
2018,11001-16000kg,Vans,871
2018,11001-16000kg,Goods-cum Passengers,
2018,11001-16000kg,Prime Mover,
2018,11001-16000kg,Cement Mixers,
2018,11001-16000kg,Tankers,166
2018,11001-16000kg,Cranes,2
2018,11001-16000kg,Recovery Vehicles,20
2018,11001-16000kg,Refrigerated Vehicles,330
2018,11001-16000kg,Garbage/ Sanitary Wagon,200
2018,11001-16000kg,Others,8
2018,16001-20000kg,Lorries,145
2018,16001-20000kg,Tippers,2
2018,16001-20000kg,Vans,47
2018,16001-20000kg,Goods-cum Passengers,
2018,16001-20000kg,Prime Mover,
2018,16001-20000kg,Cement Mixers,
2018,16001-20000kg,Tankers,41
2018,16001-20000kg,Cranes,
2018,16001-20000kg,Recovery Vehicles,1
2018,16001-20000kg,Refrigerated Vehicles,56
2018,16001-20000kg,Garbage/ Sanitary Wagon,112
2018,16001-20000kg,Others,4
2018,20001-26000kg,Lorries,161
2018,20001-26000kg,Tippers,16
2018,20001-26000kg,Vans,
2018,20001-26000kg,Goods-cum Passengers,
2018,20001-26000kg,Prime Mover,1
2018,20001-26000kg,Cement Mixers,2
2018,20001-26000kg,Tankers,34
2018,20001-26000kg,Cranes,11
2018,20001-26000kg,Recovery Vehicles,24
2018,20001-26000kg,Refrigerated Vehicles,1
2018,20001-26000kg,Garbage/ Sanitary Wagon,62
2018,20001-26000kg,Others,2
2018,26001-32000kg,Lorries,1821
2018,26001-32000kg,Tippers,4010
2018,26001-32000kg,Vans,9
2018,26001-32000kg,Goods-cum Passengers,
2018,26001-32000kg,Prime Mover,2
2018,26001-32000kg,Cement Mixers,83
2018,26001-32000kg,Tankers,305
2018,26001-32000kg,Cranes,17
2018,26001-32000kg,Recovery Vehicles,21
2018,26001-32000kg,Refrigerated Vehicles,11
2018,26001-32000kg,Garbage/ Sanitary Wagon,1152
2018,26001-32000kg,Others,3
2018,32001-40000kg,Lorries,700
2018,32001-40000kg,Tippers,114
2018,32001-40000kg,Vans,
2018,32001-40000kg,Goods-cum Passengers,
2018,32001-40000kg,Prime Mover,
2018,32001-40000kg,Cement Mixers,1227
2018,32001-40000kg,Tankers,167
2018,32001-40000kg,Cranes,72
2018,32001-40000kg,Recovery Vehicles,
2018,32001-40000kg,Refrigerated Vehicles,
2018,32001-40000kg,Garbage/ Sanitary Wagon,198
2018,32001-40000kg,Others,10
2018,40001-55000kg,Lorries,12
2018,40001-55000kg,Tippers,
2018,40001-55000kg,Vans,
2018,40001-55000kg,Goods-cum Passengers,
2018,40001-55000kg,Prime Mover,3387
2018,40001-55000kg,Cement Mixers,
2018,40001-55000kg,Tankers,
2018,40001-55000kg,Cranes,74
2018,40001-55000kg,Recovery Vehicles,4
2018,40001-55000kg,Refrigerated Vehicles,
2018,40001-55000kg,Garbage/ Sanitary Wagon,
2018,40001-55000kg,Others,1
2018,> 55000kg,Lorries,
2018,> 55000kg,Tippers,
2018,> 55000kg,Vans,
2018,> 55000kg,Goods-cum Passengers,
2018,> 55000kg,Prime Mover,2023
2018,> 55000kg,Cement Mixers,
2018,> 55000kg,Tankers,
2018,> 55000kg,Cranes,231
2018,> 55000kg,Recovery Vehicles,1
2018,> 55000kg,Refrigerated Vehicles,
2018,> 55000kg,Garbage/ Sanitary Wagon,
2018,> 55000kg,Others,
2019,<= 3500 kg,Lorries,32823
2019,<= 3500 kg,Tippers,6
2019,<= 3500 kg,Vans,58450
2019,<= 3500 kg,Goods-cum Passengers,2897
2019,<= 3500 kg,Prime Mover,3
2019,<= 3500 kg,Cement Mixers,
2019,<= 3500 kg,Tankers,19
2019,<= 3500 kg,Cranes,
2019,<= 3500 kg,Recovery Vehicles,116
2019,<= 3500 kg,Refrigerated Vehicles,2430
2019,<= 3500 kg,Garbage/ Sanitary Wagon,
2019,<= 3500 kg,Others,11
2019,3501 - 7000kg,Lorries,11304
2019,3501 - 7000kg,Tippers,222
2019,3501 - 7000kg,Vans,4895
2019,3501 - 7000kg,Goods-cum Passengers,3
2019,3501 - 7000kg,Prime Mover,
2019,3501 - 7000kg,Cement Mixers,
2019,3501 - 7000kg,Tankers,33
2019,3501 - 7000kg,Cranes,
2019,3501 - 7000kg,Recovery Vehicles,157
2019,3501 - 7000kg,Refrigerated Vehicles,2447
2019,3501 - 7000kg,Garbage/ Sanitary Wagon,5
2019,3501 - 7000kg,Others,10
2019,7001 - 11000kg,Lorries,2562
2019,7001 - 11000kg,Tippers,124
2019,7001 - 11000kg,Vans,1404
2019,7001 - 11000kg,Goods-cum Passengers,
2019,7001 - 11000kg,Prime Mover,
2019,7001 - 11000kg,Cement Mixers,
2019,7001 - 11000kg,Tankers,59
2019,7001 - 11000kg,Cranes,3
2019,7001 - 11000kg,Recovery Vehicles,151
2019,7001 - 11000kg,Refrigerated Vehicles,236
2019,7001 - 11000kg,Garbage/ Sanitary Wagon,19
2019,7001 - 11000kg,Others,4
2019,11001-16000kg,Lorries,2314
2019,11001-16000kg,Tippers,98
2019,11001-16000kg,Vans,953
2019,11001-16000kg,Goods-cum Passengers,
2019,11001-16000kg,Prime Mover,
2019,11001-16000kg,Cement Mixers,
2019,11001-16000kg,Tankers,170
2019,11001-16000kg,Cranes,2
2019,11001-16000kg,Recovery Vehicles,17
2019,11001-16000kg,Refrigerated Vehicles,335
2019,11001-16000kg,Garbage/ Sanitary Wagon,182
2019,11001-16000kg,Others,10
2019,16001-20000kg,Lorries,171
2019,16001-20000kg,Tippers,2
2019,16001-20000kg,Vans,54
2019,16001-20000kg,Goods-cum Passengers,
2019,16001-20000kg,Prime Mover,
2019,16001-20000kg,Cement Mixers,
2019,16001-20000kg,Tankers,42
2019,16001-20000kg,Cranes,
2019,16001-20000kg,Recovery Vehicles,1
2019,16001-20000kg,Refrigerated Vehicles,61
2019,16001-20000kg,Garbage/ Sanitary Wagon,111
2019,16001-20000kg,Others,4
2019,20001-26000kg,Lorries,124
2019,20001-26000kg,Tippers,9
2019,20001-26000kg,Vans,
2019,20001-26000kg,Goods-cum Passengers,
2019,20001-26000kg,Prime Mover,1
2019,20001-26000kg,Cement Mixers,2
2019,20001-26000kg,Tankers,31
2019,20001-26000kg,Cranes,9
2019,20001-26000kg,Recovery Vehicles,24
2019,20001-26000kg,Refrigerated Vehicles,1
2019,20001-26000kg,Garbage/ Sanitary Wagon,44
2019,20001-26000kg,Others,2
2019,26001-32000kg,Lorries,1819
2019,26001-32000kg,Tippers,4043
2019,26001-32000kg,Vans,9
2019,26001-32000kg,Goods-cum Passengers,
2019,26001-32000kg,Prime Mover,2
2019,26001-32000kg,Cement Mixers,77
2019,26001-32000kg,Tankers,309
2019,26001-32000kg,Cranes,16
2019,26001-32000kg,Recovery Vehicles,23
2019,26001-32000kg,Refrigerated Vehicles,11
2019,26001-32000kg,Garbage/ Sanitary Wagon,1155
2019,26001-32000kg,Others,5
2019,32001-40000kg,Lorries,716
2019,32001-40000kg,Tippers,110
2019,32001-40000kg,Vans,1
2019,32001-40000kg,Goods-cum Passengers,
2019,32001-40000kg,Prime Mover,
2019,32001-40000kg,Cement Mixers,1220
2019,32001-40000kg,Tankers,169
2019,32001-40000kg,Cranes,68
2019,32001-40000kg,Recovery Vehicles,1
2019,32001-40000kg,Refrigerated Vehicles,
2019,32001-40000kg,Garbage/ Sanitary Wagon,207
2019,32001-40000kg,Others,11
2019,40001-55000kg,Lorries,11
2019,40001-55000kg,Tippers,
2019,40001-55000kg,Vans,
2019,40001-55000kg,Goods-cum Passengers,
2019,40001-55000kg,Prime Mover,3312
2019,40001-55000kg,Cement Mixers,
2019,40001-55000kg,Tankers,
2019,40001-55000kg,Cranes,70
2019,40001-55000kg,Recovery Vehicles,5
2019,40001-55000kg,Refrigerated Vehicles,
2019,40001-55000kg,Garbage/ Sanitary Wagon,
2019,40001-55000kg,Others,1
2019,> 55000kg,Lorries,
2019,> 55000kg,Tippers,
2019,> 55000kg,Vans,
2019,> 55000kg,Goods-cum Passengers,
2019,> 55000kg,Prime Mover,2189
2019,> 55000kg,Cement Mixers,
2019,> 55000kg,Tankers,
2019,> 55000kg,Cranes,236
2019,> 55000kg,Recovery Vehicles,1
2019,> 55000kg,Refrigerated Vehicles,
2019,> 55000kg,Garbage/ Sanitary Wagon,
2019,> 55000kg,Others,
