month,make,number
2017-04,SUZUKI,269
2017-04,TD CARS,0
2017-04,TOYOTA,2171
2017-04,TRIUMPH,0
2017-04,V.W. PROSHE,0
2017-04,VOLKSWAGEN,396
2017-04,VOLVO,112
2017-04,WULING,1
2017-04,ZOTYE,3
2017-05,ALFA ROMEO,7
2017-05,ALPINA,1
2017-05,ASTON MARTIN,2
2017-05,AUDI,236
2017-05,AUSTIN,3
2017-05,B.M.W.,775
2017-05,BENTLEY,7
2017-05,CHANA,1
2017-05,CHERY,16
2017-05,CHEVROLET,137
2017-05,CHRYSLER,12
2017-05,CITROEN,57
2017-05,DAIHATSU,38
2017-05,DODGE,1
2017-05,DONGFENG,1
2017-05,FERRARI,12
2017-05,FIAT,36
2017-05,FORD,57
2017-05,FRAZER,0
2017-05,GEELY,19
2017-05,HAFEI,5
2017-05,HOLDEN,0
2017-05,HONDA,2001
2017-05,HUMMER,1
2017-05,HYUNDAI,425
2017-05,INFINITI,2
2017-05,JAGUAR,43
2017-05,JEEP,5
2017-05,KIA,284
2017-05,LAMBORGHINI,11
2017-05,LAND ROVER,25
2017-05,LOTUS,3
2017-05,M.G.,0
2017-05,MASERATI,14
2017-05,MAYBACH,0
2017-05,MAZDA,311
2017-05,MCLAREN,2
2017-05,MERCEDES BENZ,745
2017-05,MINI,63
2017-05,MITSUBISHI,530
2017-05,MITSUOKA,2
2017-05,MORRIS,0
2017-05,NAZA,0
2017-05,NISSAN,591
2017-05,OPEL,19
2017-05,PERODUA,31
2017-05,PEUGEOT,78
2017-05,PORSCHE,103
2017-05,PROTON,27
2017-05,RENAULT,41
2017-05,ROLLS ROYCE,2
2017-05,SAAB,10
2017-05,SKODA,12
2017-05,SSANGYONG,8
2017-05,SUBARU,293
2017-05,SUZUKI,287
2017-05,TD CARS,0
2017-05,TOYOTA,2351
2017-05,TRIUMPH,0
2017-05,V.W. PROSHE,0
2017-05,VOLKSWAGEN,473
2017-05,VOLVO,132
2017-05,WULING,1
2017-05,ZOTYE,1
2017-06,ALFA ROMEO,11
2017-06,ALPINA,1
2017-06,ASTON MARTIN,4
2017-06,AUDI,302
2017-06,AUSTIN,2
2017-06,B.M.W.,689
2017-06,BENTLEY,6
2017-06,CHANA,0
2017-06,CHERY,22
2017-06,CHEVROLET,134
2017-06,CHRYSLER,12
2017-06,CITROEN,38
2017-06,DAIHATSU,43
2017-06,DAIMLER,1
2017-06,DODGE,0
2017-06,DONGFENG,1
2017-06,FERRARI,17
2017-06,FIAT,27
2017-06,FORD,46
2017-06,FOTON,1
2017-06,FRAZER,0
2017-06,GEELY,12
2017-06,HAFEI,5
2017-06,HOLDEN,0
2017-06,HONDA,1859
2017-06,HUMMER,0
2017-06,HYUNDAI,394
2017-06,INFINITI,5
2017-06,JAGUAR,51
2017-06,JEEP,6
2017-06,KIA,270
2017-06,LAMBORGHINI,4
2017-06,LAND ROVER,26
2017-06,LOTUS,3
2017-06,M.G.,0
2017-06,MASERATI,10
2017-06,MAYBACH,0
2017-06,MAZDA,302
2017-06,MCLAREN,0
2017-06,MERCEDES BENZ,633
2017-06,MINI,56
2017-06,MITSUBISHI,498
2017-06,MITSUOKA,0
2017-06,MORRIS,2
2017-06,NAZA,0
2017-06,NISSAN,539
2017-06,OPEL,21
2017-06,PERODUA,26
2017-06,PEUGEOT,60
2017-06,PORSCHE,93
2017-06,PROTON,17
2017-06,RENAULT,44
2017-06,RILEY,2
2017-06,ROLLS ROYCE,5
2017-06,SAAB,4
2017-06,SKODA,7
2017-06,SSANGYONG,4
2017-06,SUBARU,251
2017-06,SUZUKI,264
2017-06,TD CARS,0
2017-06,TOYOTA,2199
2017-06,TRIUMPH,0
2017-06,V.W. PROSHE,0
2017-06,VOLKSWAGEN,395
2017-06,VOLVO,128
2017-06,WULING,1
2017-06,ZOTYE,1
2017-07,ALFA ROMEO,6
2017-07,ALPINA,1
2017-07,ASTON MARTIN,1
2017-07,AUDI,257
2017-07,AUSTIN,2
2017-07,B.M.W.,710
2017-07,BENTLEY,12
2017-07,CHANA,1
2017-07,CHERY,20
2017-07,CHEVROLET,121
2017-07,CHRYSLER,6
2017-07,CITROEN,50
2017-07,DAIHATSU,44
2017-07,DAIMLER,0
2017-07,DODGE,1
2017-07,DONGFENG,1
2017-07,FERRARI,13
2017-07,FIAT,41
2017-07,FORD,40
2017-07,FOTON,0
2017-07,FRAZER,0
2017-07,GEELY,14
2017-07,HAFEI,3
2017-07,HOLDEN,0
2017-07,HONDA,1788
2017-07,HUMMER,0
2017-07,HYUNDAI,396
2017-07,INFINITI,7
2017-07,JAGUAR,37
2017-07,JEEP,5
2017-07,KIA,255
2017-07,LAMBORGHINI,4
2017-07,LAND ROVER,25
2017-07,LOTUS,2
2017-07,M.G.,2
2017-07,MASERATI,10
2017-07,MAYBACH,1
2017-07,MAZDA,316
2017-07,MCLAREN,2
2017-07,MERCEDES BENZ,629
2017-07,MG-F,1
2017-07,MINI,54
2017-07,MITSUBISHI,460
2017-07,MITSUOKA,0
2017-07,MORRIS,0
2017-07,NAZA,0
2017-07,NISSAN,501
2017-07,OPEL,17
2017-07,PERODUA,26
2017-07,PEUGEOT,54
2017-07,PORSCHE,73
2017-07,PROTON,25
2017-07,RENAULT,39
2017-07,RILEY,0
2017-07,ROLLS ROYCE,1
2017-07,RUF,1
2017-07,SAAB,9
2017-07,SKODA,7
2017-07,SSANGYONG,2
2017-07,SUBARU,252
2017-07,SUZUKI,228
2017-07,TD CARS,0
2017-07,TOYOTA,2169
2017-07,TRIUMPH,0
2017-07,V.W. PROSHE,0
2017-07,VOLKSWAGEN,381
2017-07,VOLVO,135
2017-07,WULING,1
2017-07,ZOTYE,1
2017-08,ALFA ROMEO,11
2017-08,ALPINA,3
2017-08,ASTON MARTIN,2
2017-08,AUDI,275
2017-08,AUSTIN,0
2017-08,B.M.W.,673
2017-08,BENTLEY,14
2017-08,CHANA,2
2017-08,CHERY,22
2017-08,CHEVROLET,113
2017-08,CHRYSLER,3
2017-08,CITROEN,54
2017-08,DAIHATSU,31
2017-08,DAIMLER,1
2017-08,DODGE,0
2017-08,DONGFENG,1
2017-08,FERRARI,15
2017-08,FIAT,34
2017-08,FORD,45
2017-08,FOTON,0
2017-08,FRAZER,0
2017-08,GEELY,21
2017-08,GOLDEN DRAGON,2
2017-08,HAFEI,3
2017-08,HOLDEN,0
2017-08,HONDA,1751
2017-08,HUMMER,1
2017-08,HYUNDAI,445
2017-08,INFINITI,2
2017-08,JAGUAR,46
2017-08,JEEP,1
2017-08,KIA,268
2017-08,LAMBORGHINI,10
2017-08,LAND ROVER,25
2017-08,LOTUS,2
2017-08,M.G.,0
2017-08,MASERATI,23
2017-08,MAYBACH,0
2017-08,MAZDA,292
2017-08,MCLAREN,2
2017-08,MERCEDES BENZ,654
2017-08,MG-F,0
2017-08,MINI,76
2017-08,MITSUBISHI,488
2017-08,MITSUOKA,1
2017-08,MORRIS,0
2017-08,NAZA,1
2017-08,NISSAN,501
2017-08,OPEL,18
2017-08,PERODUA,32
2017-08,PEUGEOT,69
2017-08,PORSCHE,93
2017-08,PROTON,32
2017-08,RENAULT,42
2017-08,RILEY,0
2017-08,ROLLS ROYCE,4
2017-08,RUF,0
2017-08,SAAB,4
2017-08,SKODA,6
2017-08,SSANGYONG,1
2017-08,SUBARU,273
2017-08,SUZUKI,244
2017-08,TD CARS,0
2017-08,TOYOTA,2113
2017-08,TRIUMPH,1
2017-08,V.W. PROSHE,0
2017-08,VOLKSWAGEN,450
2017-08,VOLVO,139
2017-08,WULING,0
2017-08,ZOTYE,1
2017-09,ALFA ROMEO,5
2017-09,ALPINA,0
2017-09,ASTON MARTIN,2
2017-09,AUDI,242
2017-09,AUSTIN,1
2017-09,B.M.W.,573
2017-09,BENTLEY,9
2017-09,CHANA,2
2017-09,CHERY,11
2017-09,CHEVROLET,94
2017-09,CHRYSLER,3
2017-09,CITROEN,49
2017-09,DAIHATSU,36
2017-09,DAIMLER,0
2017-09,DATSUN,2
2017-09,DODGE,0
2017-09,DONGFENG,2
2017-09,FERRARI,17
2017-09,FIAT,26
2017-09,FORD,24
2017-09,FOTON,0
2017-09,FRAZER,0
2017-09,GEELY,23
2017-09,GOLDEN DRAGON,0
2017-09,HAFEI,3
2017-09,HOLDEN,0
2017-09,HONDA,1525
2017-09,HUMMER,1
2017-09,HYUNDAI,329
2017-09,INFINITI,1
2017-09,JAGUAR,41
2017-09,JEEP,7
2017-09,KIA,199
2017-09,LAMBORGHINI,3
2017-09,LAND ROVER,27
2017-09,LOTUS,2
2017-09,M.G.,1
2017-09,MASERATI,12
2017-09,MAYBACH,0
2017-09,MAZDA,228
2017-09,MCLAREN,0
2017-09,MERCEDES BENZ,617
2017-09,MG-F,1
2017-09,MINI,55
2017-09,MITSUBISHI,380
2017-09,MITSUOKA,1
2017-09,MORRIS,2
2017-09,NAZA,2
2017-09,NISSAN,436
2017-09,OPEL,13
2017-09,PERODUA,24
2017-09,PEUGEOT,55
2017-09,PORSCHE,74
2017-09,PROTON,22
2017-09,RENAULT,31
2017-09,RILEY,0
2017-09,ROLLS ROYCE,6
2017-09,RUF,0
2017-09,SAAB,3
2017-09,SEAT,1
2017-09,SINGER,1
2017-09,SKODA,7
2017-09,SMART,1
2017-09,SSANGYONG,3
2017-09,SUBARU,206
2017-09,SUZUKI,239
2017-09,TD CARS,0
2017-09,TOYOTA,1935
2017-09,TRIUMPH,0
2017-09,V.W. PROSHE,0
2017-09,VOLKSWAGEN,371
2017-09,VOLVO,126
2017-09,WULING,0
2017-09,ZOTYE,0
2017-10,ALFA ROMEO,9
2017-10,ALPINA,0
2017-10,ASTON MARTIN,7
2017-10,AUDI,258
2017-10,AUSTIN,1
2017-10,B.M.W.,632
2017-10,BENTLEY,10
2017-10,CHANA,0
2017-10,CHERY,15
2017-10,CHEVROLET,110
2017-10,CHRYSLER,4
2017-10,CITROEN,55
2017-10,DAIHATSU,30
2017-10,DAIMLER,0
2017-10,DATSUN,0
2017-10,DODGE,0
2017-10,DONGFENG,0
2017-10,FERRARI,12
2017-10,FIAT,36
2017-10,FORD,39
2017-10,FOTON,0
2017-10,FRAZER,0
2017-10,GEELY,13
2017-10,GOLDEN DRAGON,0
2017-10,HAFEI,2
2017-10,HOLDEN,0
2017-10,HONDA,1506
2017-10,HUMMER,1
2017-10,HYUNDAI,421
2017-10,INFINITI,9
2017-10,JAGUAR,43
2017-10,JEEP,5
2017-10,KIA,260
2017-10,LAMBORGHINI,6
2017-10,LAND ROVER,23
2017-10,LOTUS,1
2017-10,M.G.,0
2017-10,MASERATI,13
2017-10,MAYBACH,0
2017-10,MAZDA,299
2017-10,MCLAREN,3
2017-10,MERCEDES BENZ,662
2017-10,MG-F,0
2017-10,MINI,49
2017-10,MITSUBISHI,377
2017-10,MITSUOKA,1
2017-10,MORRIS,1
2017-10,NAZA,0
2017-10,NISSAN,479
2017-10,OPEL,20
2017-10,PERODUA,19
2017-10,PEUGEOT,55
2017-10,PORSCHE,63
2017-10,PROTON,29
2017-10,RENAULT,34
2017-10,RILEY,0
2017-10,ROLLS ROYCE,4
2017-10,RUF,0
2017-10,SAAB,5
2017-10,SEAT,0
2017-10,SINGER,0
2017-10,SKODA,9
2017-10,SMART,0
2017-10,SSANGYONG,4
2017-10,SUBARU,216
2017-10,SUZUKI,200
2017-10,TD CARS,0
2017-10,TOYOTA,1865
2017-10,TRIUMPH,1
2017-10,V.W. PROSHE,0
2017-10,VOLKSWAGEN,432
2017-10,VOLVO,125
2017-10,WULING,2
2017-10,ZOTYE,1
2017-11,ALFA ROMEO,9
2017-11,ALPINA,0
2017-11,ASTON MARTIN,4
2017-11,AUDI,275
2017-11,AUSTIN,1
2017-11,B.M.W.,708
2017-11,BENTLEY,10
2017-11,CHANA,2
2017-11,CHERY,10
2017-11,CHEVROLET,126
2017-11,CHRYSLER,2
2017-11,CITROEN,54
2017-11,DAIHATSU,41
2017-11,DAIMLER,0
2017-11,DATSUN,0
2017-11,DODGE,1
2017-11,DONGFENG,2
2017-11,FERRARI,15
2017-11,FIAT,33
2017-11,FORD,31
2017-11,FOTON,0
2017-11,FRAZER,0
2017-11,GEELY,21
2017-11,GOLDEN DRAGON,0
2017-11,HAFEI,0
2017-11,HOLDEN,0
2017-11,HONDA,1848
2017-11,HUMMER,1
2017-11,HYUNDAI,449
2017-11,INFINITI,5
2017-11,JAGUAR,41
2017-11,JEEP,3
2017-11,KIA,296
2017-11,LAMBORGHINI,7
2017-11,LANCIA,2
2017-11,LAND ROVER,29
2017-11,LOTUS,4
2017-11,M.G.,1
2017-11,MASERATI,21
2017-11,MAYBACH,0
2017-11,MAZDA,319
2017-11,MCLAREN,1
2017-11,MERCEDES BENZ,712
2017-11,MG-F,0
2017-11,MINI,52
2017-11,MITSUBISHI,435
2017-11,MITSUOKA,2
2017-11,MORGAN,1
2017-11,MORRIS,1
2017-11,NAZA,0
2017-11,NISSAN,566
2017-11,OPEL,9
2017-11,PERODUA,29
2017-11,PEUGEOT,67
2017-11,PORSCHE,84
2017-11,PROTON,37
2017-11,RENAULT,36
2017-11,RILEY,0
2017-11,ROLLS ROYCE,4
2017-11,RUF,0
2017-11,SAAB,7
2017-11,SEAT,0
2017-11,SINGER,0
2017-11,SKODA,4
2017-11,SMART,0
2017-11,SSANGYONG,9
2017-11,SUBARU,261
2017-11,SUZUKI,218
2017-11,TD CARS,0
2017-11,TOYOTA,2272
2017-11,TRIUMPH,0
2017-11,V.W. PROSHE,0
2017-11,VOLKSWAGEN,474
2017-11,VOLVO,118
2017-11,WULING,5
2017-11,ZOTYE,0
2017-12,ALFA ROMEO,7
2017-12,ALPINA,1
2017-12,ASTON MARTIN,3
2017-12,AUDI,268
2017-12,AUSTIN,5
2017-12,B.M.W.,716
2017-12,BENTLEY,5
2017-12,CHANA,1
2017-12,CHERY,14
2017-12,CHEVROLET,134
2017-12,CHRYSLER,3
2017-12,CITROEN,67
2017-12,DAIHATSU,38
2017-12,DAIMLER,1
2017-12,DATSUN,0
2017-12,DODGE,1
2017-12,DONGFENG,2
2017-12,FERRARI,6
2017-12,FIAT,24
2017-12,FORD,35
2017-12,FOTON,0
2017-12,FRAZER,0
2017-12,GEELY,13
2017-12,GOLDEN DRAGON,0
2017-12,HAFEI,1
2017-12,HOLDEN,0
2017-12,HONDA,1646
2017-12,HUMMER,1
2017-12,HYUNDAI,432
2017-12,INFINITI,3
2017-12,JAGUAR,37
2017-12,JEEP,3
2017-12,KIA,278
2017-12,LAMBORGHINI,13
2017-12,LANCIA,0
2017-12,LAND ROVER,25
2017-12,LOTUS,2
2017-12,M.G.,1
2017-12,MASERATI,14
2017-12,MAYBACH,0
2017-12,MAZDA,322
2017-12,MCLAREN,2
2017-12,MERCEDES BENZ,632
2017-12,MG-F,0
2017-12,MINI,66
2017-12,MITSUBISHI,433
2017-12,MITSUOKA,1
2017-12,MORGAN,0
2017-12,MORRIS,2
2017-12,NAZA,0
2017-12,NISSAN,497
2017-12,OPEL,16
2017-12,PERODUA,32
2017-12,PEUGEOT,70
2017-12,PORSCHE,64
2017-12,PROTON,26
2017-12,RENAULT,39
2017-12,RILEY,0
2017-12,ROLLS ROYCE,1
2017-12,RUF,0
2017-12,SAAB,8
2017-12,SEAT,0
2017-12,SINGER,0
2017-12,SKODA,6
2017-12,SMART,0
2017-12,SSANGYONG,14
2017-12,SUBARU,248
2017-12,SUZUKI,206
2017-12,TD CARS,0
2017-12,TOYOTA,1998
2017-12,TRIUMPH,0
2017-12,V.W. PROSHE,0
2017-12,VOLKSWAGEN,408
2017-12,VOLVO,113
2017-12,WULING,0
2017-12,ZOTYE,0
2018-01,ALFA ROMEO,8
2018-01,ASTON MARTIN,4
2018-01,AUDI,287
2018-01,AUSTIN,2
2018-01,B.M.W.,764
2018-01,BENTLEY,12
2018-01,CHERY,10
2018-01,CHEVROLET,131
2018-01,CHRYSLER,1
2018-01,CITROEN,59
2018-01,DAIHATSU,26
2018-01,FERRARI,11
2018-01,FIAT,28
2018-01,FORD,66
2018-01,GEELY,12
2018-01,HAFEI,4
2018-01,HILLMAN,1
2018-01,HONDA,1638
2018-01,HYUNDAI,494
2018-01,INFINITI,6
2018-01,JAGUAR,47
2018-01,JEEP,4
2018-01,KIA,350
2018-01,LAMBORGHINI,5
2018-01,LAND ROVER,33
2018-01,LOTUS,2
2018-01,M.G.,1
2018-01,MASERATI,13
2018-01,MAZDA,337
2018-01,MCLAREN,2
2018-01,MERCEDES BENZ,699
2018-01,MINI,56
2018-01,MITSUBISHI,447
2018-01,NISSAN,515
2018-01,OPEL,15
2018-01,PERODUA,19
2018-01,PEUGEOT,60
2018-01,PORSCHE,70
2018-01,PROTON,22
2018-01,RENAULT,34
2018-01,ROLLS ROYCE,6
2018-01,SAAB,8
2018-01,SKODA,7
2018-01,SSANGYONG,5
2018-01,SUBARU,229
2018-01,SUZUKI,234
2018-01,TOYOTA,2110
2018-01,TRIUMPH,3
2018-01,V.W. PROSHE,1
2018-01,VOLKSWAGEN,492
2018-01,VOLVO,149
2018-01,WULING,1
2018-01,ZOTYE,3
2018-02,ALFA ROMEO,5
2018-02,ASTON MARTIN,3
2018-02,AUDI,209
2018-02,AUSTIN,1
2018-02,B.M.W.,525
2018-02,BENTLEY,5
2018-02,CHANA,2
2018-02,CHERY,3
2018-02,CHEVROLET,77
2018-02,CHRYSLER,2
2018-02,CITROEN,30
2018-02,DAIHATSU,26
2018-02,DONGFENG,1
2018-02,FERRARI,9
2018-02,FIAT,21
2018-02,FORD,28
2018-02,GEELY,14
2018-02,HAFEI,4
2018-02,HILLMAN,0
2018-02,HONDA,1122
2018-02,HYUNDAI,309
2018-02,INFINITI,3
2018-02,JAGUAR,31
2018-02,JEEP,3
2018-02,KIA,225
2018-02,LAMBORGHINI,1
2018-02,LAND ROVER,26
2018-02,LOTUS,4
2018-02,M.G.,1
2018-02,MASERATI,22
2018-02,MAZDA,234
2018-02,MCLAREN,1
2018-02,MERCEDES BENZ,542
2018-02,MINI,43
2018-02,MITSUBISHI,275
2018-02,NISSAN,365
2018-02,OPEL,9
2018-02,PERODUA,22
2018-02,PEUGEOT,37
2018-02,PORSCHE,58
2018-02,PROTON,20
2018-02,RENAULT,21
2018-02,ROLLS ROYCE,3
2018-02,ROVER,1
2018-02,SAAB,3
2018-02,SKODA,1
2018-02,SSANGYONG,3
2018-02,SUBARU,152
2018-02,SUZUKI,163
2018-02,TD CARS,1
2018-02,TOYOTA,1374
2018-02,TRIUMPH,0
2018-02,V.W. PROSHE,0
2018-02,VOLKSWAGEN,341
2018-02,VOLVO,94
2018-02,WULING,1
2018-02,ZOTYE,2
2018-03,ALFA ROMEO,9
2018-03,ASTON MARTIN,4
2018-03,AUDI,249
2018-03,AUSTIN,1
2018-03,B.M.W.,638
2018-03,BENTLEY,20
2018-03,CHANA,3
2018-03,CHERY,16
2018-03,CHEVROLET,144
2018-03,CHRYSLER,1
2018-03,CITROEN,62
2018-03,DAIHATSU,32
2018-03,DONGFENG,1
2018-03,FERRARI,10
2018-03,FIAT,30
2018-03,FORD,44
2018-03,GEELY,20
2018-03,HAFEI,1
2018-03,HILLMAN,0
2018-03,HONDA,1548
2018-03,HYUNDAI,471
2018-03,INFINITI,3
2018-03,JAGUAR,41
2018-03,JEEP,7
2018-03,KIA,332
2018-03,LAMBORGHINI,5
2018-03,LAND ROVER,26
2018-03,LOTUS,4
2018-03,M.G.,0
2018-03,MASERATI,13
2018-03,MAZDA,366
2018-03,MCLAREN,0
2018-03,MERCEDES BENZ,663
2018-03,MG-F,1
2018-03,MINI,53
2018-03,MITSUBISHI,419
2018-03,NAZA,2
2018-03,NISSAN,433
2018-03,OPEL,20
2018-03,PERODUA,26
2018-03,PEUGEOT,58
2018-03,PORSCHE,102
2018-03,PROTON,20
2018-03,RENAULT,30
2018-03,ROLLS ROYCE,8
2018-03,ROVER,0
2018-03,SAAB,6
2018-03,SKODA,8
2018-03,SSANGYONG,4
2018-03,SUBARU,221
2018-03,SUZUKI,211
2018-03,TD CARS,1
2018-03,TOYOTA,2115
2018-03,TRIUMPH,0
2018-03,V.W. PROSHE,0
2018-03,VOLKSWAGEN,400
2018-03,VOLVO,124
2018-03,WULING,1
2018-03,ZOTYE,1
2018-04,ALFA ROMEO,7
2018-04,ALPINA,1
2018-04,ASTON MARTIN,3
2018-04,AUDI,251
2018-04,AUSTIN,0
2018-04,B.M.W.,671
2018-04,BENTLEY,14
2018-04,CHANA,1
2018-04,CHERY,14
2018-04,CHEVROLET,136
2018-04,CHRYSLER,5
2018-04,CITROEN,45
2018-04,DAIHATSU,40
2018-04,DONGFENG,1
2018-04,FERRARI,11
2018-04,FIAT,27
2018-04,FORD,42
2018-04,GEELY,16
2018-04,HAFEI,1
2018-04,HILLMAN,0
2018-04,HONDA,1635
2018-04,HYUNDAI,419
2018-04,INFINITI,4
2018-04,JAGUAR,50
2018-04,JEEP,2
2018-04,KIA,312
2018-04,LAMBORGHINI,4
2018-04,LAND ROVER,22
2018-04,LOTUS,5
2018-04,M.G.,3
2018-04,MASERATI,16
2018-04,MAZDA,363
2018-04,MCLAREN,4
2018-04,MERCEDES BENZ,713
2018-04,MG-F,0
2018-04,MINI,61
2018-04,MITSUBISHI,377
2018-04,NAZA,1
2018-04,NISSAN,457
2018-04,OPEL,21
2018-04,PERODUA,12
2018-04,PEUGEOT,80
2018-04,PORSCHE,85
2018-04,PROTON,21
2018-04,RENAULT,27
2018-04,ROLLS ROYCE,4
2018-04,ROVER,0
2018-04,SAAB,4
2018-04,SKODA,5
2018-04,SSANGYONG,8
2018-04,SUBARU,204
2018-04,SUZUKI,205
2018-04,TD CARS,0
2018-04,TOYOTA,2155
2018-04,TRIUMPH,0
2018-04,V.W. PROSHE,0
2018-04,VOLKSWAGEN,461
2018-04,VOLVO,127
2018-04,WULING,2
2018-04,ZOTYE,1
2018-05,ALFA ROMEO,10
2018-05,ALPINA,1
2018-05,ASTON MARTIN,3
2018-05,AUDI,253
2018-05,AUSTIN,4
2018-05,B.M.W.,632
2018-05,BENTLEY,5
2018-05,CHANA,0
2018-05,CHERY,14
2018-05,CHEVROLET,107
2018-05,CHRYSLER,2
2018-05,CITROEN,52
2018-05,DAIHATSU,37
2018-05,DONGFENG,0
2018-05,FERRARI,14
2018-05,FIAT,22
2018-05,FORD,37
2018-05,GEELY,16
2018-05,HAFEI,0
2018-05,HILLMAN,0
2018-05,HONDA,1706
2018-05,HUMMER,2
2018-05,HYUNDAI,394
2018-05,INFINITI,1
2018-05,JAGUAR,39
2018-05,JEEP,1
2018-05,KIA,344
2018-05,LAMBORGHINI,11
2018-05,LAND ROVER,34
2018-05,LOTUS,4
2018-05,M.G.,1
2018-05,MASERATI,23
2018-05,MAZDA,678
2018-05,MCLAREN,3
2018-05,MERCEDES BENZ,733
2018-05,MG-F,0
2018-05,MINI,52
2018-05,MITSUBISHI,426
2018-05,MITSUOKA,2
2018-05,NAZA,0
2018-05,NISSAN,526
2018-05,OPEL,20
2018-05,PERODUA,30
2018-05,PEUGEOT,57
2018-05,PORSCHE,78
2018-05,PROTON,23
2018-05,RENAULT,28
2018-05,ROLLS ROYCE,4
2018-05,ROVER,0
2018-05,SAAB,2
2018-05,SKODA,3
2018-05,SSANGYONG,8
2018-05,SUBARU,229
2018-05,SUZUKI,190
2018-05,TD CARS,0
2018-05,TOYOTA,2168
2018-05,TRIUMPH,0
2018-05,V.W. PROSHE,0
2018-05,VOLKSWAGEN,424
2018-05,VOLVO,115
2018-05,WULING,0
2018-05,ZOTYE,1
2018-06,ALFA ROMEO,5
2018-06,ALPINA,0
2018-06,ASTON MARTIN,1
2018-06,AUDI,248
2018-06,AUSTIN,0
2018-06,B.M.W.,653
2018-06,BENTLEY,14
2018-06,CHANA,0
2018-06,CHERY,7
2018-06,CHEVROLET,97
2018-06,CHRYSLER,4
2018-06,CITROEN,55
2018-06,DAIHATSU,21
2018-06,DODGE,1
2018-06,DONGFENG,0
2018-06,FERRARI,13
2018-06,FIAT,19
2018-06,FORD,32
2018-06,GEELY,13
2018-06,HAFEI,1
2018-06,HILLMAN,0
2018-06,HONDA,1710
2018-06,HUMMER,1
2018-06,HYUNDAI,396
2018-06,INFINITI,7
2018-06,JAGUAR,35
2018-06,JEEP,3
2018-06,KIA,327
2018-06,LAMBORGHINI,9
2018-06,LAND ROVER,27
2018-06,LOTUS,3
2018-06,M.G.,0
2018-06,MASERATI,10
2018-06,MAZDA,703
2018-06,MCLAREN,1
2018-06,MERCEDES BENZ,679
2018-06,MG-F,0
2018-06,MINI,77
2018-06,MITSUBISHI,384
2018-06,MITSUOKA,0
2018-06,MORRIS,1
2018-06,NAZA,0
2018-06,NISSAN,515
2018-06,OPEL,16
2018-06,PERODUA,29
2018-06,PEUGEOT,60
2018-06,PORSCHE,71
2018-06,PROTON,16
2018-06,RENAULT,39
2018-06,ROLLS ROYCE,5
2018-06,ROVER,0
2018-06,SAAB,6
2018-06,SEAT,2
2018-06,SKODA,6
2018-06,SSANGYONG,18
2018-06,SUBARU,212
2018-06,SUZUKI,191
2018-06,TD CARS,0
2018-06,TOYOTA,2060
2018-06,TRIUMPH,0
2018-06,V.W. PROSHE,0
2018-06,VOLKSWAGEN,433
2018-06,VOLVO,155
2018-06,WULING,0
2018-06,ZOTYE,2
2018-07,ALFA ROMEO,12
2018-07,ALPINA,
2018-07,ASTON MARTIN,1
2018-07,AUDI,279
2018-07,AUSTIN,1
2018-07,B.M.W.,677
2018-07,BENTLEY,10
2018-07,CHANA,1
2018-07,CHERY,4
2018-07,CHEVROLET,96
2018-07,CHRYSLER,3
2018-07,CITROEN,40
2018-07,DAEWOO,1
2018-07,DAIHATSU,22
2018-07,DAIMLER,2
2018-07,DODGE,
2018-07,DONGFENG,
2018-07,FERRARI,9
2018-07,FIAT,21
2018-07,FORD,41
2018-07,GEELY,17
2018-07,HAFEI,
2018-07,HILLMAN,
2018-07,HONDA,1633
2018-07,HUMMER,
2018-07,HYUNDAI,433
2018-07,INFINITI,4
2018-07,JAGUAR,44
2018-07,JEEP,3
2018-07,KIA,339
2018-07,LAMBORGHINI,7
2018-07,LAND ROVER,25
2018-07,LOTUS,5
2018-07,M.G.,1
2018-07,MASERATI,12
2018-07,MAZDA,471
2018-07,MCLAREN,
2018-07,MERCEDES BENZ,685
2018-07,MG-F,
2018-07,MINI,53
2018-07,MITSUBISHI,362
2018-07,MITSUOKA,
2018-07,MORRIS,
2018-07,NAZA,
2018-07,NISSAN,433
2018-07,OPEL,13
2018-07,PERODUA,26
2018-07,PEUGEOT,44
2018-07,PORSCHE,65
2018-07,PROTON,28
2018-07,RENAULT,24
2018-07,ROLLS ROYCE,2
2018-07,ROVER,
2018-07,SAAB,7
2018-07,SEAT,2
2018-07,SKODA,8
2018-07,SSANGYONG,7
2018-07,SUBARU,175
2018-07,SUZUKI,161
2018-07,TD CARS,
2018-07,TOYOTA,2244
2018-07,TRIUMPH,1
2018-07,V.W. PROSHE,
2018-07,VOLKSWAGEN,424
2018-07,VOLVO,132
2018-07,WULING,
2018-07,ZOTYE,1
2018-08,ALFA ROMEO,6
2018-08,ALPINA,1
2018-08,ASTON MARTIN,
2018-08,AUDI,291
2018-08,AUSTIN,1
2018-08,B.M.W.,633
2018-08,BENTLEY,10
2018-08,CHANA,
2018-08,CHERY,8
2018-08,CHEVROLET,115
2018-08,CHRYSLER,4
2018-08,CITROEN,47
2018-08,DAEWOO,
2018-08,DAIHATSU,18
2018-08,DAIMLER,
2018-08,DATSUN,2
2018-08,DODGE,
2018-08,DONGFENG,1
2018-08,FERRARI,20
2018-08,FIAT,24
2018-08,FORD,34
2018-08,GEELY,13
2018-08,HAFEI,1
2018-08,HILLMAN,
2018-08,HONDA,1668
